,Restaurant Name,Inspection Type,Inspection Date,Inspection Score,Street Number,Street Name,Street Unit,Zip,Street Address,Inspection Month,Inspection Year,Lat,Long,Type,Rating,Rating Count
3298,PEGASUS CITY BREWERY,Routine,1/24/2019,100,2222,VANTAGE,,75207,2222 VANTAGE ST,1/1/2019,FY2019,32.7993278,-96.8338882,,,
3299,PEGASUS ROOM,Routine,12/27/2018,99,1506,COMMERCE,200,75201,1506 COMMERCE ST 200,12/1/2018,FY2019,32.779651,-96.7981,Restaurant,4.1,494
3300,PEI WEI ASIAN DINER,Routine,11/11/2019,91,2222,MCKINNEY,#100,75201,2222 MCKINNEY AVE #100,11/1/2019,FY2020,32.7927992,-96.8019654,Restaurant,3.8,317
3301,PEI WEI ASIAN DINER,Routine,9/17/2019,88,11700,PRESTON,#A,75230,11700 PRESTON RD #A,9/1/2019,FY2019,32.9083556,-96.8028336,,,
3302,PEI WEI ASIAN DINER,Routine,9/23/2019,84,3001,KNOX,#100,75205,3001 KNOX ST #100,9/1/2019,FY2019,32.8213481,-96.7871751,Restaurant,4.3,1240
3303,PEI WEI ASIAN DINER,Routine,9/20/2019,88,8305,WESTCHESTER,,75225,8305 WESTCHESTER DR,9/1/2019,FY2019,32.8638456,-96.8069347,Restaurant,4.3,87
3304,PEI WEI ASIAN DINER,Routine,9/4/2019,85,9540,GARLAND,#383,75218,9540 GARLAND RD #383,9/1/2019,FY2019,32.8340022,-96.701326,Restaurant,4.6,590
3305,PEKERS,Routine,11/14/2019,98,2615,OAK LAWN,#101,75219,2615 OAK LAWN AVE #101,11/1/2019,FY2020,32.8059099,-96.8129538,Meal_Delivery,3.9,231
3306,PEKING KITCHEN,Routine,11/26/2019,80,1710,NORMAN,,75211,1710 NORMAN DR,11/1/2019,FY2020,32.7267801,-96.8735408,Restaurant,4.1,236
3307,PENNE POMODORO,Routine,12/23/2019,90,11661,PRESTON,#143,75230,11661 PRESTON RD #143,12/1/2019,FY2020,32.9072277,-96.8056485,Bar,4.7,806
3308,PENNE POMODORO,Routine,9/16/2019,98,1924,ABRAMS,,75214,1924 ABRAMS PKWY,9/1/2019,FY2019,32.8135512,-96.7525121,Restaurant,4.6,506
3309,PENTHOUSE DOWNSTAIRS,Routine,1/18/2019,97,8550,STEMMONS,,75247,8550 N STEMMONS FRWY,1/1/2019,FY2019,32.8286722,-96.8716594,,,
3310,PEPE & MITO'S MEXICAN CAN,Routine,12/30/2019,92,2911,ELM,,75226,2911 ELM ST,12/1/2019,FY2020,32.7851963,-96.7819689,Restaurant,4.5,961
3311,PEPE'S GROCERY DELI,Routine,11/6/2018,80,4819,BERNAL,,75212,4819 BERNAL DR,11/1/2018,FY2019,32.7849121,-96.8996745,,,
3312,PEPE'S PIZZA,Routine,2/21/2019,93,4210,CAMP WISDOM,#160,75237,4210 W CAMP WISDOM RD #160,2/1/2019,FY2019,32.6613291,-96.8880916,Meal_Delivery,3.5,49
3313,PEPES PIZZA & TIENDA,Routine,8/19/2019,95,9615,OVERLAKE,,75220,9615 OVERLAKE DR,8/1/2019,FY2019,32.8576815,-96.870807,Restaurant,3.7,62
3314,PERA,Follow-up,9/22/2017,66,2405,HENDERSON,,75206,2405 N HENDERSON AVE,9/1/2017,FY2017,32.8150111,-96.7788729,Bar,4.4,332
3315,PERA WINE & TAPAS,Routine,10/25/2019,87,6006,BELTLINE,,75254,6006 BELTLINE RD,10/1/2019,FY2020,32.9534067,-96.8029071,Bar,4.2,656
3316,PERIDOT COFFEE,Routine,12/18/2018,97,2240,ROYAL,#101,75229,2240 ROYAL LN #101,12/1/2018,FY2019,32.8944061,-96.903222,Restaurant,4.1,550
3317,PERRY STEAKHOUSE & GRILL,Routine,6/6/2019,86,2000,MCKINNEY,100,75201,2000 MCKINNEY AVE 100,6/1/2019,FY2019,32.7911119,-96.8031977,Bar,4.6,1513
3318,PERSONALIZED LEARNING PREPARATORY AT SAM HOUSTON,Routine,12/18/2019,98,2827,THROCKMORTON,,75219,2827 THROCKMORTON ST,12/1/2019,FY2020,32.810203,-96.8131235,,,
3319,PETALUMA CATERING,Routine,12/12/2019,95,9800,PRESTON,,75230,9800 PRESTON RD,12/1/2019,FY2020,32.8811814,-96.8030748,,,
3320,PETER PIPER PIZZA,Routine,3/12/2019,93,729,JEFFERSON,,75208,729 W JEFFERSON BLVD,3/1/2019,FY2019,32.7434358,-96.8353188,Meal_Takeaway,4.3,1325
3321,PHATT MATT'S,Routine,1/9/2020,85,2451,LEDBETTER,#A,75233,2451 W LEDBETTER DR STE #A,1/1/2020,FY2020,32.6918337,-96.8593032,Restaurant,2.9,304
3322,PHATT MATT'S HOTWINGS,Routine,11/26/2019,85,7557,LANCASTER,#100,75241,7557 S LANCASTER RD #100,11/1/2019,FY2020,32.6537139,-96.7831299,Restaurant,4.1,118
3323,PHATT MATTS,Routine,6/14/2017,79,2207,LEDBETTER,#B,75216,2207 E LEDBETTER DR #B,6/1/2017,FY2017,32.6873075,-96.7877999,Restaurant,3.2,565
3324,PHD,Routine,7/30/2019,89,1300,DAVIS,,75208,1300 W DAVIS ST,7/1/2019,FY2019,32.7492167,-96.8431617,Bar,4.4,331
3325,PHIL'S PHILLY GRILL,Routine,1/11/2019,91,5225,BELTLINE,#254,75254,5225 BELTLINE RD #254,1/1/2019,FY2019,32.9546746,-96.8174386,Bakery,4.2,451
3326,PHILLIPS MART,Routine,1/10/2020,92,951,BELTLINE,,75253,951 S BELTLINE RD,1/1/2020,FY2020,32.6882326,-96.5885981,Restaurant,1,1
3327,PHILLY PRETZEL FACTORY,Routine,1/14/2019,95,5601,LOVERS,#130,75209,5601 W LOVERS LN #130,1/1/2019,FY2019,32.8515489,-96.8173898,Restaurant,4.2,135
3328,PHILLY TOWN,Routine,3/7/2019,80,600,PEARL,#G103,75201,600 N PEARL EXPW #G103,3/1/2019,FY2019,32.7865684,-96.7950926,Meal_Takeaway,3.8,27
3329,PHO ANAH,Routine,1/13/2020,83,10675,NORTHWEST,#1635,75238,10675 E NORTHWEST HWY #1635,1/1/2020,FY2020,32.8643089,-96.7011397,Cafe,3.4,543
3330,PHO BOWL,Routine,4/24/2019,90,2807,COMMERCE,,75226,2807 COMMERCE ST,4/1/2019,FY2019,32.7835155,-96.7830091,Restaurant,4.1,1169
3331,PHO CHAU RESTAURANT,Routine,11/14/2019,82,1640,MOCKINGBIRD,,75235,1640 W MOCKINGBIRD LN,11/1/2019,FY2020,32.8215915,-96.8568336,Restaurant,4.4,422
3332,PHO DK,Routine,11/25/2019,92,14891,PRESTON,#130,75254,14891 PRESTON RD #130,11/1/2019,FY2020,32.9506177,-96.8042464,Meal_Takeaway,3.8,80
3333,PHO ENVY,Routine,12/16/2019,80,8611,HILLCREST,#190,75225,8611 HILLCREST RD #190,12/1/2019,FY2020,32.86687,-96.7871977,Restaurant,4.4,21
3334,PHO IS FOR LOVERS,Routine,1/2/2020,71,5521,GREENVILLE,#105,75206,5521 GREENVILLE AVE #105,1/1/2020,FY2020,32.853688,-96.7698721,Restaurant,4.4,570
3335,PHO KITCHEN,Routine,8/26/2019,85,8687,CENTRAL,#2378,75225,8687 N CENTRAL EXPW #2378,8/1/2019,FY2019,32.8687682,-96.7692323,Restaurant,2.9,38
3336,PHO MIDWAY,Routine,8/8/2019,92,17610,MIDWAY,#140,75287,17610 MIDWAY RD #140,8/1/2019,FY2019,32.9883998,-96.8410653,Restaurant,4.3,170
3337,PHOENIX HOUSE,Routine,9/12/2019,91,2345,REAGAN,,75219,2345 REAGAN ST,9/1/2019,FY2019,32.8043769,-96.8185013,,,
3338,PICASSO'S PIZZA,Routine,12/9/2019,84,12300,INWOOD,#116,75244,12300 INWOOD RD #116,12/1/2019,FY2020,32.9154364,-96.817278,Meal_Delivery,4,292
3339,PICASSO'S PIZZA & GRILL,Routine,10/2/2019,87,7215,SKILLMAN,#300,75231,7215 SKILLMAN ST #300,10/1/2019,FY2020,32.880231,-96.7356774,Meal_Delivery,4.1,498
3340,PICASSO'S PIZZA & GRILL,Routine,9/11/2019,89,18160,DALLAS,,75231,18160 DALLAS PKWY,9/1/2019,FY2019,32.9962388,-96.8286098,Meal_Delivery,4.3,492
3341,PICK A FIT FOODS,Routine,8/21/2018,98,7748,FOREST,,75230,7748 FOREST LN,8/1/2018,FY2018,32.9091134,-96.7733447,Restaurant,3.8,457
3342,PICKLETOPIA,Routine,11/30/2018,97,4812,BRYAN,,75204,4812 BRYAN ST,11/1/2018,FY2019,32.8032203,-96.7736205,Restaurant,4.4,244
3343,PICOLE POPS,Routine,11/25/2019,98,2656,MAIN,#110,75226,2656 MAIN ST #110,11/1/2019,FY2020,32.783601,-96.784247,Bar,4.6,558
3344,PICOLE POPS,Routine,12/10/2018,95,415,DAVIS,,75208,415 W DAVIS ST,12/1/2018,FY2019,32.7496248,-96.8286748,Bar,4.4,2773
3345,PIE FIVE PIZZA,Routine,2/12/2019,90,5927,GREENVILLE,,75206,5927 GREENVILLE AVE,2/1/2019,FY2019,32.857787,-96.7688986,Restaurant,4.6,198
3346,PIE FIVE PIZZA,Routine,11/12/2018,92,15250,DALLAS,#100,75248,15250 DALLAS PKWY #100,11/1/2018,FY2019,32.9567909,-96.8203337,Meal_Takeaway,4.3,443
3347,PIE TAP,Routine,12/18/2019,80,2708,HENDERSON,#100,75206,2708 N HENDERSON AVE #100,12/1/2019,FY2020,32.8178587,-96.7815955,Bar,4.5,645
3348,PIETRO'S ITALIAN REST,Routine,10/27/2016,93,5722,RICHMOND,,75206,5722 RICHMOND AVE,10/1/2016,FY2017,32.8155702,-96.7691726,,,
3349,PIGGIE PIES PIZZA,Routine,12/30/2019,80,3707,GREENVILLE,,75206,3707 GREENVILLE AVE,12/1/2019,FY2020,32.8319906,-96.7705165,Restaurant,4.5,882
3350,PINE CREEK MEDICAL CNTR,Routine,5/21/2019,100,9032,HARRY HINES,,75235,9032 HARRY HINES BLVD,5/1/2019,FY2019,32.8409276,-96.8681869,,,
3351,PINK LOUNGE PRIVATE CLUB,Routine,4/21/2019,98,3022,DAVIS,,75211,3022 W DAVIS ST,4/1/2019,FY2019,32.7494042,-96.8710164,,,
3352,PINK MAGNOLIA,Routine,7/19/2019,92,642,DAVIS,,75208,642 W DAVIS ST,7/1/2019,FY2019,32.7491931,-96.8331583,Restaurant,4.3,374
3353,PINKBERRY,Routine,3/19/2019,93,5959,ROYAL,#622,75230,5959 ROYAL LN #622,3/1/2019,FY2019,32.8960989,-96.8056247,Restaurant,4.6,35
3354,PINKIE'S PLACE,Routine,1/31/2019,85,4318,MALCOLM X,,75215,4318 S MALCOLM X BLVD,1/1/2019,FY2019,32.7586534,-96.7557879,Restaurant,4.1,38
3355,PINNACLE POINT FOOD MART,Routine,1/7/2019,92,1417,COCKRELL HILL,#101,75211,1417 N COCKRELL HILL RD #101,1/1/2019,FY2019,32.7597,-96.8939885,,,
3356,PINNACLE PREP,Routine,8/21/2019,100,301,CAMP WISDOM,,75232,301 W CAMP WISDOM RD,8/1/2019,FY2019,32.6648028,-96.8245068,,,
3357,PINNACLE PREP PRIMARY,Routine,5/21/2019,100,2510,VERNON,,75224,2510 S VERNON AVE,5/1/2019,FY2019,32.7213886,-96.8363906,,,
3358,PINOT'S PALETTE,Routine,1/18/2019,97,4560,MOCKINGBIRD,#110,75209,4560 W MOCKINGBIRD LN #110,1/1/2019,FY2019,32.8359328,-96.8285564,Restaurant,4.3,268
3359,PINTS & QUARTS,Routine,5/7/2018,73,5434,ROSS,,75206,5434 ROSS AVE,5/1/2018,FY2018,32.8108243,-96.7703171,Restaurant,4.2,605
3360,PIRCH,Routine,6/22/2017,98,8687,CENTRAL,#2172,75225,8687 N CENTRAL EXPW #2172,6/1/2017,FY2017,32.8687682,-96.7692323,Restaurant,2.9,38
3361,PIZZA AZTECA,Routine,2/8/2019,85,2914,DAVIS,#100,75211,2914 W DAVIS ST #100,2/1/2019,FY2019,32.7493113,-96.8695082,Restaurant,4.2,663
3362,PIZZA GETTI,Routine,12/31/2019,86,3302,BUCKNER,#108,75228,3302 N BUCKNER BLVD #108,12/1/2019,FY2020,32.8062348,-96.6814963,Meal_Takeaway,3.8,95
3363,PIZZA HUT,Routine,1/10/2020,95,7989,BELTLINE,#80,75240,7989 BELTLINE RD #80,1/1/2020,FY2020,32.952419,-96.7705201,Restaurant,,
3364,PIZZA HUT,Routine,12/3/2019,94,3612,FOREST,#B,75234,3612 FOREST LN STE #B,12/1/2019,FY2020,32.9091712,-96.8587594,Meal_Takeaway,4.3,74
3365,PIZZA HUT,Routine,8/29/2019,91,8254,ABRAMS,,75231,8254 ABRAMS RD,8/1/2019,FY2019,32.892447,-96.7405996,Meal_Takeaway,3.2,321
3366,PIZZA HUT,Routine,6/12/2019,83,222,CONTINENTAL,,75238,222 CONTINENTAL AVE,6/1/2019,FY2019,32.7833866,-96.8140403,Restaurant,3.6,518
3367,PIZZA HUT,Routine,6/14/2019,80,4787,VISTAWOOD,#110,75024,4787 VISTAWOOD #110,6/1/2019,FY2019,32.686093,-96.8259357,Meal_Takeaway,3.3,349
3368,PIZZA HUT,Routine,4/30/2019,86,6039,FOREST,,75230,6039 FOREST LN,4/1/2019,FY2019,32.9100585,-96.8028004,Restaurant,3,70
3369,PIZZA HUT,Routine,3/4/2019,96,14760,PRESTON,,75254,14760 PRESTON RD,3/1/2019,FY2019,32.9490305,-96.8028234,Meal_Takeaway,3.6,162
3370,PIZZA HUT,Routine,3/1/2019,91,2261,SINGLETON,#108,75212,2261 SINGLETON BLVD #108,3/1/2019,FY2019,32.7790861,-96.8591746,Meal_Takeaway,2.9,224
3371,PIZZA HUT,Routine,1/31/2019,87,9753,WEBB CHAPEL,#300,75220,9753 WEBB CHAPEL RD #300,1/1/2019,FY2019,32.8681151,-96.8656329,Meal_Takeaway,3.7,264
3372,PIZZA HUT,Routine,12/11/2018,84,4540,ROSS,#130,75204,4540 ROSS AVE #130,12/1/2018,FY2019,32.8034667,-96.7788325,Meal_Takeaway,3.4,210
3373,PIZZA HUT,Routine,11/26/2018,86,603,TYLER,#100,75208,603 S TYLER ST #100,11/1/2018,FY2019,32.7400504,-96.8378593,Meal_Takeaway,3.4,210
3374,PIZZA HUT,Routine,11/5/2018,87,8224,PARK,#100,75231,8224 PARK LN #100,11/1/2018,FY2019,32.8704855,-96.7633658,,,
3375,PIZZA HUT / WINGSTREET,Routine,6/11/2019,91,9310,RL THORNTON,,75254,9310 E RL THORNTON FRWY,6/1/2019,FY2019,32.7963197,-96.686253,Meal_Takeaway,3.5,281
3376,PIZZA HUT/WINGSTREET,Routine,10/22/2018,94,6041,FOREST,,75230,6041 FOREST LN,10/1/2018,FY2019,32.9100515,-96.8027108,Restaurant,3,70
3377,PIZZA INN,Routine,9/16/2019,92,4304,LIVE OAK,,75204,4304 LIVE OAK ST,9/1/2019,FY2019,32.797885,-96.7776998,Meal_Takeaway,4.1,314
3378,PIZZA KING,Routine,12/17/2018,85,3410,LANCASTER,,75216,3410 S LANCASTER RD,12/1/2018,FY2019,32.7059581,-96.7998309,Restaurant,4.4,327
3379,PIZZA LOUNGE,Routine,1/24/2019,92,841,EXPOSITION,,75226,841 EXPOSITION AVE,1/1/2019,FY2019,32.7820139,-96.7666027,Bar,4.3,724
3380,PIZZA MAN ITALIAN RESTAURANT,Routine,9/10/2018,86,11555,JUPITER,#B,75218,11555 JUPITER RD #B,9/1/2018,FY2018,32.8518205,-96.6839031,Meal_Takeaway,4.3,321
3381,PIZZA PATRON,Routine,1/9/2020,96,8100,SPRING VALLEY,,75240,8100 SPRING VALLEY RD,1/1/2020,FY2020,32.9388785,-96.7663234,Meal_Takeaway,4.4,11
3382,PIZZA PATRON,Routine,12/12/2019,84,5334,ROSS,#650,75206,5334 ROSS AVE #650,12/1/2019,FY2020,32.8088612,-96.7707297,Restaurant,3.9,602
3383,PIZZA PATRON,Routine,12/4/2019,95,6102,SKILLMAN,#100,75231,6102 SKILLMAN ST #100,12/1/2019,FY2020,32.8627377,-96.7485216,Meal_Takeaway,4.2,157
3384,PIZZA PATRON,Routine,6/4/2019,99,3400,LOMBARDY,#104,75230,3400 LOMBARDY LN #104,6/1/2019,FY2019,32.865993,-96.8659601,Restaurant,3.9,359
3385,PIZZA PATRON,Routine,3/17/2019,91,2302,GUS THOMASSON,108,75228,2302 GUS THOMASSON RD STE 108,3/1/2019,FY2019,32.8344634,-96.6758617,Meal_Takeaway,3.9,154
3386,PIZZA PATRON,Routine,1/16/2019,96,5542,MAPLE,#B,75235,5542 MAPLE AVE #B,1/1/2019,FY2019,32.8212709,-96.8351255,Meal_Takeaway,4.2,125
3387,PIZZA PATRON,Routine,11/6/2018,85,9794,FOREST,,75243,9794 FOREST LN,11/1/2018,FY2019,32.9090787,-96.7183022,Meal_Takeaway,4,194
3388,PIZZA PATRON,Routine,4/25/2018,88,11411,NORTHWEST,102,75218,11411 E NORTHWEST HWY 102,4/1/2018,FY2018,32.8655129,-96.6816724,,,
3389,PIZZA PATRON,Routine,10/26/2017,94,10121,LAKE JUNE,,75217,10121 LAKE JUNE RD,10/1/2017,FY2018,32.7348684,-96.6501957,,,
3390,PIZZERIA TESTA,Routine,7/18/2019,92,3525,GREENVILLE,,75206,3525 GREENVILLE AVE,7/1/2019,FY2019,32.8305988,-96.7704397,Bar,4.3,446
3391,PLACIDOS COCINA,Routine,10/17/2019,95,6939,SCYENE,#A,75227,6939 SCYENE RD #A,10/1/2019,FY2020,32.7637656,-96.7010335,Restaurant,5,2
3392,PLATINUM MARKET / REMY BAR,Routine,2/19/2019,100,2500,VICTORY,#3005,75201,2500 VICTORY AVE PLTM #3005,2/1/2019,FY2019,32.7903143,-96.810148,Restaurant,1,1
3393,PLAYER'S SPORT BAR & GRIL,Routine,8/15/2018,97,4444,ILLINOIS,#210,75211,4444 W ILLINOIS AVE #210,8/1/2018,FY2018,32.7201045,-96.8929566,,,
3394,PLAYMATE'S CLUB,Routine,2/14/2019,97,5004,HOHEN,,75215,5004 HOHEN AVE,2/1/2019,FY2019,32.7473574,-96.7600765,Restaurant,4.8,12
3395,PLAYWRIGHT IRISH PUB,Routine,1/13/2020,84,1722,ROUTH,#102,75201,1722 ROUTH ST #102,1/1/2020,FY2020,32.7919671,-96.7951263,Restaurant,4.4,336
3396,PLAZA CAFE,Routine,11/7/2016,85,14114,DALLAS,190,75254,14114 DALLAS PKWY 190,11/1/2016,FY2017,32.9405832,-96.8211575,,,
3397,PLAZA DONUTS,Routine,3/21/2019,86,700,PEARL,#N210,75201,700 N PEARL ST #N210,3/1/2019,FY2019,32.7871929,-96.7953451,Restaurant,4.1,40
3398,PLAZA SUNDRY & GIFTS,Routine,12/9/2019,97,901,MAIN,C-128,75202,901 MAIN ST C-128,12/1/2019,FY2020,32.780083,-96.8037329,Restaurant,4.5,104
3399,PLEASANT GROVE DONUTS,Routine,1/31/2019,89,1340,BUCKNER,,75217,1340 S BUCKNER BLVD,1/1/2019,FY2019,32.7358997,-96.6825141,,,
3400,PLEASANT OAKS,Routine,6/12/2019,96,8701,GREENMOUND AVE,,75227,8701 GREENMOUND AVE,6/1/2019,FY2019,32.7517737,-96.672374,,,
3401,PLUCKERS WING BAR,Routine,11/18/2019,80,5500,GREENVILLE,#406,75206,5500 GREENVILLE AVE #406,11/1/2019,FY2020,32.8521485,-96.7683882,Restaurant,3.8,458
3402,PLUM YOGA,Routine,3/28/2017,99,1924,GREENVILLE,,75206,1924 GREENVILLE AVE,3/1/2017,FY2017,32.813638,-96.7699997,Night_Club,4.7,19
3403,POBLANO'S,Routine,1/9/2020,91,1700,PACIFIC,#103,75201,1700 PACIFIC AVE #103,1/1/2020,FY2020,32.782268,-96.7967576,Meal_Takeaway,3.5,6
3404,POCKET SANDWICH THEATER,Routine,7/23/2019,90,5400,MOCKINGBIRD,#119,75206,5400 E MOCKINGBIRD LN #119,7/1/2019,FY2019,32.8358672,-96.7750402,,,
3405,POK THE RAW BAR,Routine,7/5/2019,96,3699,MCKINNEY,#306,75204,3699 MCKINNEY AVE STE #306,7/1/2019,FY2019,32.8082909,-96.7973435,Restaurant,4.6,785
3406,POKE BOP,Routine,9/10/2019,88,4103,LEMMON,,75219,4103 LEMMON AVE,9/1/2019,FY2019,32.8148363,-96.8096035,Cafe,4.6,272
3407,POKE BOP,Routine,9/5/2019,91,4140,ABRAMS,,75214,4140 ABRAMS RD,9/1/2019,FY2019,32.8360349,-96.7525326,Meal_Takeaway,4.4,60
3408,POKE SUSHI ROLL,Routine,9/5/2019,92,5706,MOCKINGBIRD,#110,75206,5706 E MOCKINGBIRD LN #110,9/1/2019,FY2019,32.8361521,-96.7696227,Restaurant,4,117
3409,POKE-O,Routine,10/25/2018,92,5321,MOCKINGBIRD,#130,75206,5321 E MOCKINGBIRD LN #130,10/1/2018,FY2019,32.8382614,-96.7754164,Bar,4.5,834
3410,POKEWORKS,Routine,7/15/2019,94,8041,WALNUT HILL,#E812,75231,8041 WALNUT HILL LN #E812,7/1/2019,FY2019,32.8814555,-96.7680529,Restaurant,4.3,499
3411,POLLO CAMPERO,Routine,10/28/2019,99,9419,WEBB CHAPEL,,75220,9419 WEBB CHAPEL RD,10/1/2019,FY2020,32.8614351,-96.8591157,Meal_Takeaway,3.9,438
3412,POLLO CAMPERO -COCKRELL HILL,Follow-up,10/4/2019,81,1703,COCKRELL HILL,,75211,1703 N COCKRELL HILL RD,10/1/2019,FY2020,32.7680123,-96.8965783,Restaurant,4.1,630
3413,POLLO CASA,Routine,7/15/2019,86,3424,BUCKNER,,75217,3424 S BUCKNER BLVD,7/1/2019,FY2019,32.7671979,-96.6823783,,,
3414,POLLO FIESTA,Routine,9/12/2019,80,903,HAMPTON,,75208,903 S HAMPTON RD,9/1/2019,FY2019,32.7369937,-96.8571846,Restaurant,4.2,262
3415,POLLO POLLO,Routine,7/29/2019,88,1624,BUCKNER,,75217,1624 S BUCKNER BLVD,7/1/2019,FY2019,32.7402882,-96.6825558,Restaurant,4.3,108
3416,POLLO REGIO,Routine,12/31/2019,83,13302,PRESTON,,75240,13302 PRESTON RD,12/1/2019,FY2020,32.92827,-96.8030954,Restaurant,4,375
3417,POLLO REGIO,Routine,10/18/2019,85,4416,LIVE OAK,,75204,4416 LIVE OAK ST,10/1/2019,FY2020,32.798781,-96.7765705,Restaurant,3.9,346
3418,POLLO REY POLLO FIESTA,Routine,3/14/2019,79,4535,MAPLE,,75219,4535 MAPLE AVE,3/1/2019,FY2019,32.8122374,-96.8240881,Restaurant,4.3,235
3419,POLLO TROPICAL,Routine,3/1/2017,98,12755,MIDWAY,,75244,12755 MIDWAY RD,3/1/2017,FY2017,32.9222881,-96.8386694,,,
3420,POLLY'S BREAKFAST & LUNCH TO GO,Routine,1/18/2018,83,7812,LOOP 12,,75217,7812 S LOOP 12,1/1/2018,FY2018,32.7117867,-96.6877466,Restaurant,4.4,60
3421,POOCH PATIO,Routine,5/7/2018,98,3811,FAIRMOUNT,,75219,3811 FAIRMOUNT ST,5/1/2018,FY2018,32.8053151,-96.8138525,,,
3422,POOR DAVID'S PUB,Routine,12/21/2019,97,1313,LAMAR,,75215,1313 S LAMAR ST,12/1/2019,FY2020,32.7680979,-96.7966294,,,
3423,POP BAR,Routine,12/11/2019,97,2420,VICTORY PARK,,75219,2420 VICTORY PARK LN,12/1/2019,FY2020,32.7882157,-96.8092794,Bar,4,103
3424,POP FACTORY,Routine,8/13/2019,94,3700,MCKINNEY,#144,75219,3700 MCKINNEY AVE #144,8/1/2019,FY2019,32.8076932,-96.7962127,Restaurant,4,437
3425,POP'S CORN SHOP,Routine,1/31/2019,96,1201,MAIN,#P-25,75202,1201 MAIN ST #P-25,1/1/2019,FY2019,32.7803131,-96.8018291,Restaurant,4.4,139
3426,POPCORN REPUBLIC,Routine,12/12/2018,100,4701,FRANKFORD,#225,75287,4701 FRANKFORD RD #225,12/1/2018,FY2019,32.9993348,-96.8268314,Restaurant,3.8,513
3427,POPCORN SHACK,Routine,12/16/2019,98,7632,CAMPBELL,#309,75248,7632 CAMPBELL RD #309,12/1/2019,FY2020,32.977151,-96.7686986,Restaurant,4.2,285
3428,POPCORN SHACK,Routine,4/17/2017,96,7632,CAMPBELL,#317,75248,7632 CAMPBELL RD #317,4/1/2017,FY2017,32.977151,-96.7686986,Restaurant,4.2,285
3429,POPE'S FRIED CHICKEN,Routine,11/21/2019,94,4502,EAST SIDE,,75226,4502 EAST SIDE AVE,11/1/2019,FY2020,32.7906695,-96.7661712,,,
3430,POPEYE'S,Routine,12/11/2019,92,6502,LEMMON,,75209,6502 LEMMON AVE,12/1/2019,FY2020,32.836942,-96.8315703,Restaurant,3.3,775
3431,POPEYE'S,Routine,11/11/2019,94,12435,PLANO,,75243,12435 PLANO RD,11/1/2019,FY2020,32.9161847,-96.7006783,Restaurant,4.5,2422
3432,POPEYE'S,Routine,7/22/2019,89,630,RL THORNTON,,75203,630 S RL THORNTON FRWY,7/1/2019,FY2019,32.7450754,-96.8119188,Restaurant,3.4,329
3433,POPEYE'S,Routine,4/27/2019,93,8120,RL THORNTON,,75228,8120 E RL THORNTON FRWY,4/1/2019,FY2019,32.7931668,-96.7011171,Restaurant,3.5,549
3434,POPEYE'S,Routine,1/24/2019,99,705,ILLINOIS,,75224,705 W ILLINOIS AVE,1/1/2019,FY2019,32.7207574,-96.8345346,Restaurant,3.7,507
3435,POPEYES,Routine,12/2/2019,97,11360,NORTHWEST,,75238,11360 E NORTHWEST HWY,12/1/2019,FY2020,32.8641092,-96.683569,Restaurant,3.9,732
3436,POPEYES,Routine,11/15/2019,95,19304,PRESTON,,75252,19304 PRESTON RD,11/1/2019,FY2020,33.0104044,-96.7949084,Restaurant,3.4,787
3437,POPEYES,Routine,10/2/2019,95,18311,MARSH,,75252,18311 MARSH LN,10/1/2019,FY2020,32.999654,-96.8562838,Restaurant,3.7,632
3438,POPEYES,Routine,10/23/2019,95,3561,FOREST,,75234,3561 FOREST LN,10/1/2019,FY2020,32.9100806,-96.8597883,Restaurant,4.5,656
3439,POPEYES,Routine,10/18/2019,93,4700,ROSS,,75204,4700 ROSS AVE,10/1/2019,FY2020,32.8049773,-96.77724,Restaurant,3.2,602
3440,POPEYES,Routine,9/19/2019,94,2978,WHEATLAND,,75237,2978 W WHEATLAND RD,9/1/2019,FY2019,32.6471345,-96.8693406,Restaurant,3.7,755
3441,POPEYES,Routine,9/5/2019,96,3308,DAVIS,,75211,3308 W DAVIS ST,9/1/2019,FY2019,32.7491904,-96.8745149,Restaurant,3.5,206
3442,POPEYES,Routine,8/12/2019,80,8181,LANCASTER,,75241,8181 S LANCASTER RD,8/1/2019,FY2019,32.6485207,-96.7820258,Restaurant,3,256
3443,PORTA DI ROMA,Routine,4/23/2019,84,1623,MAIN,#104,75201,1623 MAIN ST #104,4/1/2019,FY2019,32.7812356,-96.7975281,Restaurant,4,581
3444,POST TIME,Routine,1/19/2018,86,3650,BUCKNER,#100,75228,3650 N BUCKNER BLVD #100,1/1/2018,FY2018,32.8010285,-96.6812713,Restaurant,4.6,19
3445,POST TIME HONKY TONK,Routine,6/20/2019,97,3650,BUCKNER,100,75228,3650 N BUCKNER BLVD 100,6/1/2019,FY2019,32.8010285,-96.6812713,Restaurant,4.6,19
3446,POTBELLY SANDWICH SHOP,Routine,3/14/2019,88,3417,GASTON,#100,75246,3417 GASTON AVE #100,3/1/2019,FY2019,32.7903447,-96.7813167,Restaurant,4.3,160
3447,POTBELLY SANDWICH SHOP,Routine,1/14/2019,95,12747,MIDWAY,#100,75244,12747 MIDWAY RD #100,1/1/2019,FY2019,32.9213951,-96.838743,Restaurant,4.1,400
