,Restaurant Name,Inspection Type,Inspection Date,Inspection Score,Street Number,Street Name,Street Unit,Zip,Street Address,Inspection Month,Inspection Year,Lat,Long,Type,Rating,Rating Count
1123,DEL NORTE BAKERY,Routine,8/15/2018,88,7726,FERGUSON,,75228,7726 FERGUSON RD,8/1/2018,FY2018,32.7995722,-96.7155628,Bakery,4.1,70
1124,DEL RIO MEXICAN RESTAURANT,Routine,12/5/2019,83,421,LAWSON,,75253,421 W LAWSON RD,12/1/2019,FY2020,32.6972946,-96.579153,,,
1125,DEL SUR TACOS,Routine,12/6/2019,95,720,JEFFERSON,,75203,720 E JEFFERSON BLVD,12/1/2019,FY2020,32.7484223,-96.8129438,Restaurant,4.5,89
1126,DELICIOUS RESTAURANT,Routine,4/9/2019,87,5209,LAMAR,,75215,5209 S LAMAR ST,4/1/2019,FY2019,32.7439182,-96.7603265,Cafe,4.4,96
1127,DELIGHTFUL DONUT SHOP,Routine,1/3/2020,86,4950,ILLINOIS,#103,75211,4950 W ILLINOIS AVE #103,1/1/2020,FY2020,32.7193877,-96.9071424,Restaurant,3.8,146
1128,DELTA CHARLIE'S BAR & GRILL,Routine,9/30/2019,83,5303,CHALLENGER,,75237,5303 CHALLENGER DR,9/1/2019,FY2019,32.6807951,-96.8647113,Bar,4.4,504
1129,DELUCCA GUACHO PIZZA,Routine,12/17/2019,97,1628,OAK LAWN,#100,75207,1628 OAK LAWN AVE #100,12/1/2019,FY2020,32.7970641,-96.8191461,Bar,4.2,548
1130,DENNIS MERCADO,Routine,3/8/2019,97,10828,DENNIS,#A,75229,10828 DENNIS RD STE #A,3/1/2019,FY2019,32.896376,-96.8810549,Restaurant,3.9,15
1131,DENNIS WATER & BEER WINE,Routine,6/3/2019,96,11055,DENNIS,#3,75229,11055 DENNIS RD #3,6/1/2019,FY2019,32.8989191,-96.8818006,Restaurant,4,157
1132,DENNY'S,Routine,12/5/2019,94,4567,FRANKFORD,,75252,4567 FRANKFORD RD,12/1/2019,FY2020,32.9980462,-96.8303893,Restaurant,3.8,1027
1133,DENNY'S,Routine,11/1/2019,93,9009,SKILLMAN,,75243,9009 SKILLMAN ST,11/1/2019,FY2020,32.8999392,-96.7187537,Restaurant,3,1349
1134,DENNY'S,Routine,9/9/2019,86,10433,CENTRAL,,75231,10433 N CENTRAL EXPW,9/1/2019,FY2019,32.8893453,-96.7705234,Restaurant,3.6,731
1135,DENNY'S RESTAURANT,Routine,8/12/2019,83,1415,MEDICAL DISTRICT,,75207,1415 MEDICAL DISTRICT DR,8/1/2019,FY2019,32.8080369,-96.840006,Restaurant,4,1899
1136,DESPERADOS,Routine,1/3/2020,70,4818,GREENVILLE,,75206,4818 GREENVILLE AVE,1/1/2020,FY2020,32.8462554,-96.7694194,Restaurant,4.4,996
1137,DESTA ETHIOPIAN RESTAURANT,Routine,11/15/2019,84,12101,GREENVILLE,#105,75243,12101 GREENVILLE AVE #105,11/1/2019,FY2020,32.9131512,-96.7461457,Restaurant,4.7,1096
1138,DG'S GENTLEMAN'S CLUB,Routine,7/9/2019,87,2117,NORTHWEST,,75220,2117 W NORTHWEST HWY,7/1/2019,FY2019,32.8663274,-96.9044401,Restaurant,5,1
1139,DIABETES HEALTH & WELNESS INSTITUTE,Routine,9/17/2019,96,4500,SPRING,,75210,4500 SPRING AVE,9/1/2019,FY2019,32.7738525,-96.742083,,,
1140,DIAMOND DONUTS,Routine,12/12/2018,91,4344,HAMPTON,#100,75232,4344 S HAMPTON RD #100,12/1/2018,FY2019,32.6908138,-96.8565846,Restaurant,4.6,95
1141,DIAMOND J'S GROCERY DELI MART,Routine,7/18/2018,87,3022,LAGOW,,75210,3022 LAGOW ST,7/1/2018,FY2018,32.7699296,-96.7438263,,,
1142,DIAMOND SHAMROCK,Routine,1/6/2020,94,3501,SIMPSON STUART,,75241,3501 SIMPSON STUART RD,1/1/2020,FY2020,32.6731797,-96.762678,Restaurant,4,404
1143,DIANA CONVENIENCE,Routine,11/27/2019,95,2403,WESTERN PARK,,75211,2403 WESTERN PARK DR,11/1/2019,FY2020,32.7200404,-96.8949438,Restaurant,3.5,2
1144,DICK'S LAST RESORT,Routine,1/2/2020,92,2211,LAMAR,,75202,2211 N LAMAR ST,1/1/2020,FY2020,32.7849084,-96.808685,Meal_Takeaway,4,2135
1145,DICKEY'S BARBECUE,Routine,10/30/2019,92,8008,HERB KELLER WAY,C2190,75235,8008 HERB KELLER WAY C2190,10/1/2019,FY2020,32.8481029,-96.8512063,,,
1146,DICKEY'S BARBECUE,Routine,1/18/2017,88,8008,CEDAR SPRINGS,C2190,75235,8008 CEDAR SPRINGS RD C2190,1/1/2017,FY2017,32.8444583,-96.849846,Bakery,2.6,37
1147,DICKEY'S BARBECUE PIT,Routine,1/9/2020,90,2222,MEDICAL DISTRICT,#180,75235,2222 MEDICAL DISTRICT DR #180,1/1/2020,FY2020,32.8128142,-96.8305019,Meal_Delivery,4,121
1148,DICKEY'S BARBECUE PIT,Routine,2/15/2019,80,2445,NORTHWEST,#106,75220,2445 W NORTHWEST HWY #106,2/1/2019,FY2019,32.8610563,-96.8815962,Meal_Takeaway,3.2,79
1149,DICKEY'S BARBEQUE,Routine,12/17/2019,94,726,HARWOOD,,75201,726 N HARWOOD ST,12/1/2019,FY2020,32.7860787,-96.7976964,Meal_Delivery,4.2,478
1150,DICKEY'S BARBEQUE,Routine,9/16/2019,83,4610,CENTRAL,,75206,4610 N CENTRAL EXPW,9/1/2019,FY2019,32.8220667,-96.7852524,Restaurant,4.1,377
1151,DICKEY'S BARBEQUE,Routine,8/19/2019,90,3254,IRVING,,75247,3254 IRVING BLVD,8/1/2019,FY2019,32.8074197,-96.8720853,Meal_Takeaway,3.9,93
1152,DICKEY'S BARBEQUE,Routine,1/25/2019,87,14999,PRESTON,#C100,75254,14999 PRESTON RD #C100,1/1/2019,FY2019,32.9530094,-96.8059163,Restaurant,3.5,121
1153,DICKEY'S BARBEQUE,Routine,7/8/2017,87,6243,RETAIL,#400,75220,6243 RETAIL RD #400,7/1/2017,FY2017,32.8623058,-96.7528494,Restaurant,4.6,61
1154,DICKEY'S BARBEQUE PIT,Routine,7/8/2019,89,2919,FOREST,,75234,2919 FOREST LN,7/1/2019,FY2019,32.909926,-96.8795508,Restaurant,4.1,182
1155,DICKEY'S BARBEQUE PIT,Routine,8/21/2018,90,7770,FOREST,,75230,7770 FOREST LN,8/1/2018,FY2018,32.908953,-96.7726978,Restaurant,4.2,998
1156,DICKEY'S BBQ,Routine,12/9/2019,93,1201,ELM,#LL5,75202,1201 ELM ST #LL5,12/1/2019,FY2020,32.7811736,-96.8023662,Restaurant,3.5,46
1157,DICKEY'S BBQ,Routine,12/3/2019,92,9002,GARLAND,,75218,9002 GARLAND RD,12/1/2019,FY2020,32.8270125,-96.70928,Restaurant,3.8,271
1158,DIEM HEN PHO XUA,Routine,8/18/2017,83,4619,RL THORNTON,#204,75223,4619 E RL THORNTON FRWY #204,8/1/2017,FY2017,32.7909485,-96.7619838,Restaurant,4.2,29
1159,DIGG'S,Routine,7/16/2019,84,7325,GASTON,#110,75214,7325 GASTON AVE #110,7/1/2019,FY2019,32.8119016,-96.7301866,Restaurant,4.3,357
1160,DIMASSI'S MEDITERRANEAN KITCHEN,Routine,11/17/2017,88,5500,GREENVILLE,#1300,75206,5500 GREENVILLE AVE #1300,11/1/2017,FY2018,32.8521485,-96.7683882,Restaurant,3.8,458
1161,DINE IN FRESH,Routine,9/16/2019,98,4910,JOSEPH HARDIN,,75236,4910 JOSEPH HARDIN DR,9/1/2019,FY2019,32.6850264,-96.8980663,,,
1162,DINERITE,Routine,9/10/2018,94,2505,FARRINGTON,,75207,2505 FARRINGTON ST,9/1/2018,FY2018,32.8001296,-96.8401668,Restaurant,,
1163,DISCOUNT BEER & TOBACCO,Routine,2/11/2019,97,9191,FOREST,#6,75243,9191 FOREST LN #6,2/1/2019,FY2019,32.9095931,-96.7437958,Restaurant,4.2,154
1164,DISCOUNT FOOD BEER & WINE,Routine,10/23/2019,99,3627,BONNIE VIEW,#B,75216,3627 BONNIE VIEW RD #B,10/1/2019,FY2020,32.7139056,-96.776315,Restaurant,4.5,738
1165,DISCOUNT FOOD MART,Routine,10/8/2018,84,7491,WESTMORELAND,,75237,7491 S WESTMORELAND RD,10/1/2018,FY2019,32.6553429,-96.8857921,Restaurant,4.4,1129
1166,DISCOUNT GAS & FOOD MART,Routine,1/8/2018,92,7505,C F HAWN,,75217,7505 C F HAWN FRWY,1/1/2018,FY2018,32.7193459,-96.6940241,,,
1167,DISH PRESTON HOLLOW,Routine,12/12/2017,80,8611,HILLCREST,#100,75225,8611 HILLCREST RD #100,12/1/2017,FY2018,32.86687,-96.7871977,Restaurant,4.4,21
1168,DISTRICT DOWNTOWN,Routine,6/28/2019,95,1520,MAIN,#B,75201,1520 MAIN ST #B,6/1/2019,FY2019,32.7805146,-96.7986281,Restaurant,4.1,1745
1169,DIVINOS PIZZA,Routine,3/28/2019,84,708,PEAK,,75223,708 S PEAK ST,3/1/2019,FY2019,32.7868671,-96.7648442,Restaurant,3.8,114
1170,DIVINOS PIZZARIA,Routine,8/7/2018,80,4201,GASTON,#104,75246,4201 GASTON AVE STE #104,8/1/2018,FY2018,32.7951757,-96.7762946,Meal_Delivery,3.6,111
1171,DIXON GROCERY,Routine,11/20/2019,98,3752,DIXON,,75210,3752 DIXON AVE,11/1/2019,FY2020,32.7637071,-96.7352871,,,
1172,DIZZIBRANDS,Routine,1/17/2019,86,13331,PRESTON,#2030,75240,13331 PRESTON RD #2030,1/1/2019,FY2019,32.9293307,-96.804054,,,
1173,DJ'S SPORTS BAR & GRILL,Routine,1/5/2017,83,17449,PRESTON,,75252,17449 PRESTON RD,1/1/2017,FY2017,32.9909121,-96.8026559,Meal_Delivery,4.2,395
1174,DOC 'B'S FRESH KITCHEN,Routine,12/31/2019,89,2021,MCKINNEY,,75201,2021 MCKINNEY AVE,12/1/2019,FY2020,32.7912598,-96.8036071,Bar,4.7,1051
1175,DOC POPCORN,Routine,4/16/2019,100,920,HARWOOD,#179,75201,920 S HARWOOD DR #179,4/1/2019,FY2019,32.77747,-96.7900856,Restaurant,4.4,355
1176,DOCTORS BISTRO,Routine,8/7/2019,92,9009,WHITE ROCK,,75238,9009 WHITE ROCK TRL,8/1/2019,FY2019,32.8706761,-96.7304178,,,
1177,DODIES REEF,Follow-up,10/22/2019,85,2821,GREENVILLE,,75206,2821 GREENVILLE AVE,10/1/2019,FY2020,32.8233466,-96.77038,Bar,4.6,801
1178,DOLCE RIVIERA,Routine,8/26/2019,88,2950,HARWOOD,#115,75201,2950 N HARWOOD ST #115,8/1/2019,FY2019,32.7957301,-96.809446,Restaurant,4.3,294
1179,DOLCERIA GLORIA,Routine,12/20/2019,95,11200,HARRY HINES,#C12,75229,11200 HARRY HINES BLVD #C12,12/1/2019,FY2020,32.8893179,-96.887467,Restaurant,3.6,16
1180,DOLLAR GENERAL,Routine,9/3/2019,98,5775,BLUE BIRD,,75237,5775 BLUE BIRD AVE,9/1/2019,FY2019,32.677064,-96.888666,,,
1181,DOLLAR GENERAL,Routine,8/15/2019,89,2919,CEDAR CREST,,75203,2919 CEDAR CREST BLVD,8/1/2019,FY2019,32.7417291,-96.7890987,,,
1182,DOLLAR GENERAL,Routine,8/21/2019,94,3936,POLK,#114,75224,3936 S POLK ST STE #114,8/1/2019,FY2019,32.696517,-96.8389943,,,
1183,DOLLAR GENERAL,Routine,4/18/2019,100,342,ST AUGUSTINE,,75217,342 S ST AUGUSTINE RD,4/1/2019,FY2019,32.707154,-96.656638,Restaurant,3.7,195
1184,DOLLAR GENERAL,Routine,2/8/2019,94,4807,SUNNYVALE,,75216,4807 SUNNYVALE ST,2/1/2019,FY2019,32.6966026,-96.774286,,,
1185,DOLLAR GENERAL,Routine,11/28/2018,99,2511,BELTLINE,,75253,2511 S BELTLINE RD,11/1/2018,FY2019,32.6673981,-96.6135075,,,
1186,DOLLAR GENERAL,Routine,11/9/2018,92,6905,LAKE JUNE,,75217,6905 LAKE JUNE RD,11/1/2018,FY2019,32.7349141,-96.7028304,,,
1187,DOLLAR HOUSE,Routine,12/5/2019,82,1150,KIEST,#214,75224,1150 W KIEST BLVD #214,12/1/2019,FY2020,32.7050521,-96.8419257,Restaurant,4.4,104
1188,DOLLAR TREE,Routine,1/14/2020,99,4421,KIEST,,75236,4421 W KIEST BLVD,1/1/2020,FY2020,32.7063349,-96.8938751,,,
1189,DOLLAR TREE,Routine,9/24/2019,95,904,FORT WORTH,,75208,904 FORT WORTH AVE,9/1/2019,FY2019,32.7682723,-96.8369843,,,
1190,DOLLAR TREE,Routine,7/15/2019,86,4777,VISTAWOOD,#150,75232,4777 VISTAWOOD BLVD #150,7/1/2019,FY2019,32.6867819,-96.825942,Restaurant,3.1,471
1191,DOLLAR TREE,Routine,12/14/2018,97,6301,ABRAMS,#110,75231,6301 ABRAMS RD #110,12/1/2018,FY2019,32.8618736,-96.7462811,,,
1192,DOLLAR TREE,Routine,11/6/2018,95,11722,MARSH,#307,75229,11722 MARSH LN #307,11/1/2018,FY2019,32.9083501,-96.8537565,,,
1193,DOLLAR TREE,Routine,11/29/2018,87,5334,ROSS,#700,75206,5334 ROSS AVE #700,11/1/2018,FY2019,32.8088612,-96.7707297,Restaurant,3.9,602
1194,DOLLAR TREE,Routine,11/28/2018,95,9208,RL THORNTON,#101A,75212,9208 E RL THORNTON FRWY STE #101A,11/1/2018,FY2019,32.7951937,-96.6869278,Restaurant,3.7,459
1195,DOLLAR TREE,Routine,10/16/2018,97,1639,BUCKNER,#150,75217,1639 S BUCKNER BLVD #150,10/1/2018,FY2019,32.7409054,-96.6843626,,,
1196,DOLLAR TREE,Routine,10/20/2018,95,6465,MOCKINGBIRD,#370,75214,6465 E MOCKINGBIRD LN #370,10/1/2018,FY2019,32.8369141,-96.7503457,Restaurant,4.3,381
1197,DOLPHIN LOUNGE,Routine,2/17/2019,92,1404,RIVERFRONT,,75207,1404 N RIVERFRONT BLVD,2/1/2019,FY2019,32.7902791,-96.820048,Restaurant,4.6,5
1198,DOMA SEOLLEONGTANG,Routine,8/21/2019,88,11441,STEMMONS,#137,75229,11441 N STEMMONS FRWY #137,8/1/2019,FY2019,32.8986647,-96.8990361,Restaurant,2.6,7
1199,DOMINO'S PIZZA,Routine,1/9/2020,95,9661,AUDELIA,#121,75238,9661 AUDELIA RD #121,1/1/2020,FY2020,32.8783699,-96.7187537,Bar,4.4,522
1200,DOMINO'S PIZZA,Routine,11/14/2019,94,1820,MOCKINGBIRD,#10,75235,1820 W MOCKINGBIRD LN #10,11/1/2019,FY2020,32.8216964,-96.8541098,Restaurant,4.6,711
1201,DOMINO'S PIZZA,Routine,11/14/2019,92,4880,SUNNYVALE,#2714,75216,4880 SUNNYVALE ST #2714,11/1/2019,FY2020,32.6952458,-96.7720822,Meal_Delivery,2.6,281
1202,DOMINO'S PIZZA,Routine,9/6/2019,84,1107,CAMP WISDOM,,75232,1107 W CAMP WISDOM RD,9/1/2019,FY2019,32.6629425,-96.8405228,Meal_Takeaway,4.1,100
1203,DOMINO'S PIZZA,Routine,8/14/2019,97,18352,DALLAS,#140,75287,18352 DALLAS PKWY #140,8/1/2019,FY2019,32.9994863,-96.8282889,Restaurant,4.5,325
1204,DOMINO'S PIZZA,Routine,3/8/2019,93,4950,ILLINOIS,#109,75211,4950 W ILLINOIS AVE #109,3/1/2019,FY2019,32.7193877,-96.9071424,Restaurant,3.8,146
1205,DOMINO'S PIZZA,Routine,2/20/2019,97,1111,LEDBETTER,#450,75224,1111 W LEDBETTER DR #450,2/1/2019,FY2019,32.6920943,-96.8420605,Meal_Delivery,3.3,67
1206,DOMINO'S PIZZA,Routine,12/28/2018,93,940,RIVERFRONT,,75207,940 N RIVERFRONT BLVD,12/1/2018,FY2019,32.7862316,-96.8170355,Restaurant,4.4,96
1207,DOMINOS PIZZA,Routine,2/27/2019,91,10704,GARLAND,#100,75218,10704 GARLAND RD #100,2/1/2019,FY2019,32.8442853,-96.6886657,Meal_Delivery,4.1,276
1208,DON CHINGON,Follow-up,6/13/2018,80,2237,GREENVILLE,,75206,2237 GREENVILLE AVE,6/1/2018,FY2018,32.8170052,-96.770622,Restaurant,4.6,173
1209,DON JORGE'S COCINA,Routine,9/9/2019,84,1436,BUCKNER,,75217,1436 S BUCKNER BLVD,9/1/2019,FY2019,32.7372065,-96.6825256,Restaurant,3.9,7
1210,DON PEPE'S,Routine,12/26/2019,85,3616,HAMPTON,,75212,3616 N HAMPTON RD,12/1/2019,FY2020,32.7868866,-96.8560748,Restaurant,4.2,155
1211,DON PEPE'S RANCHO,Complaint,11/19/2019,81,15615,COIT,#250,75248,15615 COIT RD #250,11/1/2019,FY2020,32.9613399,-96.76973,Bakery,4,158
1212,DON TACO,Routine,12/17/2019,80,3806,POLK,,75224,3806 S POLK ST,12/1/2019,FY2020,32.6972525,-96.8396015,Restaurant,3.3,343
1213,DON TACO,Routine,11/13/2019,84,13549,MONTFORT,,75240,13549 MONTFORT DR,11/1/2019,FY2020,32.9319625,-96.8134653,Meal_Delivery,4.5,158
1214,DONA MARIA,Routine,11/11/2019,82,13490,TI,#103,75243,13490 TI BLVD #103,11/1/2019,FY2020,32.9314399,-96.7480628,Restaurant,4.6,261
1215,DONGBOSUNG,Routine,9/28/2019,85,11445,EMERALD,#115,75229,11445 EMERALD ST #115,9/1/2019,FY2019,32.8972073,-96.9000341,Restaurant,4.1,102
1216,DONUT HOUSE,Routine,10/7/2019,81,6939,GREENVILLE,#A,75206,6939 GREENVILLE AVE #A,10/1/2019,FY2020,32.8730823,-96.7636848,,,
1217,DONUT KING,Routine,12/17/2019,91,11500,JUPITER,108,75218,11500 JUPITER RD 108,12/1/2019,FY2020,32.8506743,-96.6827018,Meal_Takeaway,3.6,109
1218,DONUT KING,Routine,10/4/2019,95,333,ST AUGUSTINE,#111,75217,333 S ST AUGUSTINE RD #111,10/1/2019,FY2020,32.7080032,-96.6580555,,,
1219,DONUT KING,Routine,7/18/2019,92,4105,SKILLMAN,#A,75206,4105 SKILLMAN ST #A,7/1/2019,FY2019,32.8359827,-96.761814,Restaurant,4.4,60
1220,DONUT KINGSLEY,Routine,9/11/2019,92,9670,PLANO,,75238,9670 PLANO RD,9/1/2019,FY2019,32.8785629,-96.6996765,,,
1221,DONUT PALACE,Routine,1/14/2020,86,415,CARROLL,#104,75223,415 S CARROLL AVE #104,1/1/2020,FY2020,32.7893559,-96.7654947,Restaurant,,
1222,DONUT PALACE,Routine,11/6/2019,89,912,PACIFIC,,75201,912 PACIFIC AVE,11/1/2019,FY2020,32.7809134,-96.8041208,Meal_Takeaway,4.5,234
1223,DONUT PALACE,Routine,3/20/2019,94,5549,LOVERS,,75209,5549 W LOVERS LN,3/1/2019,FY2019,32.8515469,-96.8178293,Restaurant,4.7,39
1224,DONUT PALACE,Routine,2/13/2019,93,18111,DALLAS,#600,75287,18111 DALLAS PKWY #600,2/1/2019,FY2019,32.9958891,-96.8302009,Restaurant,4.4,544
1225,DONUT PALACE,Routine,1/31/2019,86,9585,SCYENE,,75227,9585 SCYENE RD,1/1/2019,FY2019,32.7636273,-96.6576058,,,
1226,DONUT PALACE,Routine,12/13/2018,94,8989,FOREST,#140,75243,8989 FOREST LN #140,12/1/2018,FY2019,32.9096369,-96.7494829,Restaurant,4.5,256
1227,DONUT TOWN,Routine,11/23/2018,98,8686,FERGUSON,#210,75228,8686 FERGUSON RD #210,11/1/2018,FY2019,32.8122051,-96.6986993,Bar,4.4,332
1228,DONUTS N COFFEE,Routine,2/8/2019,90,3232,ILLINOIS,100,75211,3232 W ILLINOIS AVE STE 100,2/1/2019,FY2019,32.7199915,-96.8738445,Restaurant,4.7,264
1229,DOS GENERALES TAQUERIA,Routine,8/15/2018,87,1109,WALTON WALKER,,75211,1109 S WALTON WALKER BLVD,8/1/2018,FY2018,32.7344971,-96.9209763,Restaurant,4.2,11
1230,DOS JEFES,Routine,10/20/2016,97,2816,FAIRMOUNT,,75201,2816 FAIRMOUNT ST,10/1/2016,FY2017,32.7979147,-96.8051681,,,
1231,DOT'S HOP HOUSE & COCKTAIL COURTYARD,Routine,7/31/2019,96,2645,COMMERCE,,75226,2645 COMMERCE ST,7/1/2019,FY2019,32.7831532,-96.7844144,Bar,4.5,1385
1232,DOUBLE D'S BAR-BQ,Routine,8/23/2019,90,2110,NORTHWEST,#B,75220,2110 W NORTHWEST HWY #B,8/1/2019,FY2019,32.8657777,-96.9048567,Restaurant,4.7,469
1233,DOUBLE TREE LOVE FIELD SPORTS PAGE GRILL,Routine,5/24/2019,90,3300,MOCKINGBIRD,,75235,3300 W MOCKINGBIRD LN,5/1/2019,FY2019,32.8340783,-96.8361886,Bar,4.2,98
1234,DOUBLETREE (EMPLOYEE CAFETERIA),Routine,8/26/2019,98,8250,CENTRAL,,75206,8250 N CENTRAL EXPW,8/1/2019,FY2019,32.862876,-96.7686845,Restaurant,5,1
1235,DOUBLEWIDE BAR,Routine,1/31/2019,98,3510,COMMERCE,,75226,3510 COMMERCE ST,1/1/2019,FY2019,32.7851124,-96.7737667,,,
1236,DOUG BOSTER CATERING,Routine,11/10/2017,93,2025,IRVING,#213,75207,2025 IRVING BLVD #213,11/1/2017,FY2018,32.7945964,-96.8298245,Meal_Takeaway,4.2,82
1237,DOUGH BRO'S ITALIAN KITCHEN,Routine,9/9/2019,87,5181,KELLER SPRINGS,#101,75248,5181 KELLER SPRINGS RD #101,9/1/2019,FY2019,32.9690932,-96.8204877,Meal_Takeaway,4.2,65
1238,DRAGON BREATH,Routine,8/6/2018,86,13350,DALLAS,,75240,13350 DALLAS EXPW,8/1/2018,FY2018,32.9290218,-96.8200386,Bar,4.5,651
1239,DRAKES BREWHOUSE,Routine,10/12/2017,86,8499,GREENVILLE,#108,75231,8499 GREENVILLE AVE #108,10/1/2017,FY2018,32.893797,-96.7546231,,,
1240,DREAM CAFE,Routine,12/23/2019,80,6465,MOCKINGBIRD,#380,75214,6465 E MOCKINGBIRD LN STE #380,12/1/2019,FY2020,32.8369141,-96.7503457,Restaurant,4.3,381
1241,DREAMS FOODMART,Follow-up,1/8/2019,80,3502,LANCASTER,,75216,3502 S LANCASTER RD,1/1/2019,FY2019,32.7053577,-96.7993619,,,
1242,DRINK'S SALOON,Routine,9/11/2019,81,13440,T I,#2,75243,13440 T I BLVD #2,9/1/2019,FY2019,32.9306899,-96.7483538,Meal_Takeaway,3.9,94
1243,DRIP COFFEE COMPANY,Routine,3/14/2019,93,3888,OAK LAWN,#106,75219,3888 OAK LAWN AVE #106,3/1/2019,FY2019,32.8159746,-96.8013608,,,
1244,DRIVE IN MOBIL MART,Routine,11/8/2019,92,5711,EAST GRAND,,75223,5711 EAST GRAND AVE,11/1/2019,FY2020,32.7947868,-96.7465365,Bar,3.8,8
1245,DUC CHUONG MIDNITE GARLAND,Routine,2/21/2019,83,9780,WALNUT,#138,75243,9780 WALNUT ST #138,2/1/2019,FY2019,32.9216441,-96.719405,Restaurant,4.3,2106
1246,DUDE SWEET CHOCOLATE,Routine,3/6/2019,93,408,EIGHTH,102,75208,408 W EIGHTH ST 102,3/1/2019,FY2019,32.7479649,-96.8288547,Restaurant,4.7,338
1247,DUDE SWEET CHOCOLATE,Routine,9/21/2018,95,1340,INWOOD,,75247,1340 INWOOD RD,9/1/2018,FY2018,32.8059508,-96.8517896,,,
1248,DUGG BURGER,Routine,3/16/2019,90,9540,GARLAND,#407,75218,9540 GARLAND RD #407,3/1/2019,FY2019,32.8338899,-96.7011693,Restaurant,3.7,262
1249,DULCERIA GLORIA,Routine,11/24/2019,96,10788,HARRY HINES,E28,75220,10788 HARRY HINES BLVD E28,11/1/2019,FY2020,32.8741288,-96.8828494,Restaurant,3.4,9
1250,DULCET CAFE AND BAKERY,Routine,2/20/2019,88,320,SINGLETON,#190,75212,320 SINGLETON BLVD #190,2/1/2019,FY2019,32.7776891,-96.8284516,,,
1251,DUNKIN DONUTS,Routine,12/22/2019,96,8008,CEDAR SPRINGS,C2174,75235,8008 CEDAR SPRINGS RD C2174,12/1/2019,FY2020,32.8444583,-96.849846,Bakery,2.6,37
1252,DUNKIN DONUTS,Routine,12/22/2019,95,8008,CEDAR SPRINGS,L2103,75235,8008 CEDAR SPRINGS RD L2103,12/1/2019,FY2020,32.8461301,-96.8511478,Bar,3.7,483
1253,DUNKIN DONUTS,Routine,10/30/2019,99,8008,HERB KELLEHER,C2174,75235,8008 HERB KELLEHER WAY STE# C2174,10/1/2019,FY2020,32.8447757,-96.8497339,Bakery,2.6,37
1254,DUNKIN DONUTS,Routine,4/7/2019,96,6401,NORTHWEST,#130,75214,6401 E NORTHWEST HWY #130,4/1/2019,FY2019,32.8583788,-96.7512789,Bakery,4.4,196
1255,DUNKIN DONUTS / BASKIN ROBBINS,Routine,1/7/2019,90,14841,COIT,,75248,14841 COIT RD,1/1/2019,FY2019,32.9522228,-96.7694543,Bakery,3.8,298
1256,DUNKIN DONUTS / BASKIN ROBBINS,Routine,12/20/2018,80,13535,PRESTON,,75240,13535 PRESTON RD,12/1/2018,FY2019,32.9321393,-96.8039974,Bakery,3.7,557
1257,DUNSTON'S STEAKHOUSE,Routine,10/29/2019,80,8526,HARRY HINES,,75235,8526 HARRY HINES BLVD,10/1/2019,FY2020,32.8377633,-96.8642915,Restaurant,4.3,1279
1258,DUNSTON'S STEAKHOUSE,Routine,9/20/2019,84,5423,LOVERS,,75209,5423 W LOVERS LN,9/1/2019,FY2019,32.8516888,-96.8196504,Meal_Delivery,4.4,254
1259,DYNAMIC CAFE/ DYNAMIC LOVE FOR CHILDREN & YOUTH,Routine,2/22/2017,80,3917,CAMP WISDOM,#103,75237,3917 W CAMP WISDOM RD STE #103,2/1/2017,FY2017,32.6627704,-96.88344,Restaurant,4.9,21
1260,E B COMSTOCK JR HIGH,Routine,12/18/2019,92,7800,HODDE,,75217,7800 HODDE ST,12/1/2019,FY2020,32.7223589,-96.7003624,,,
1261,E H CARY JR HIGH,Routine,5/9/2019,97,3978,KILLION,,75229,3978 KILLION DR,5/1/2019,FY2019,32.8822704,-96.8475863,,,
1262,E RAE KOREAN FOOD,Routine,9/14/2019,86,11434,EMERALD,#108,75229,11434 EMERALD ST #108,9/1/2019,FY2019,32.8969751,-96.8987342,Restaurant,,
1263,E Z SHOP,Routine,11/19/2018,96,10550,WALNUT,,75243,10550 WALNUT ST,11/1/2018,FY2019,32.9159774,-96.7016052,Restaurant,4.5,2422
1264,E-BAR TEX MEX RESTAURANT,Routine,12/16/2019,82,1901,HASKELL,#100,75204,1901 N HASKELL AVE #100,12/1/2019,FY2020,32.801355,-96.7857748,Bar,4.5,1264
1265,E-BAR TEX-MEX,Routine,12/16/2019,95,1901,HASKELL,#100,75204,1901 HASKELL AVE #100,12/1/2019,FY2020,32.801355,-96.7857748,Bar,4.5,1264
1266,EAGLE ADVANTAGE CHARTER,Routine,11/5/2019,99,4010,JOSEPH HARDIN,,75236,4010 JOSEPH HARDIN DR,11/1/2019,FY2020,32.6937956,-96.8983178,,,
1267,EAGLE OATES FOOD MART,Routine,2/13/2019,96,2222,OATES,,75228,2222 OATES DR,2/1/2019,FY2019,32.8212233,-96.6777623,,,
1268,EAST BOUND AND DOWN ICE HOUSE,Routine,10/30/2019,83,3826,ROSS,,75204,3826 ROSS AVE,10/1/2019,FY2020,32.7984548,-96.7851023,Bar,4.7,210
1269,EAST DALLAS SOCIAL ASSOCIATION,Routine,2/1/2019,92,3035,BUCKNER,,75228,3035 N BUCKNER BLVD,2/1/2019,FY2019,32.8078619,-96.6847804,Hair_Care,3.7,356
