restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year
CAFE IZMIR,Routine,11/21/19,84,3711,GREENVILLE,,75206,3711 GREENVILLE AVE,11/1/19,FY2020
CAFE IZMIR,Routine,7/17/19,94,211,ERVAY,LL100,75201,211 N ERVAY ST STE LL100,7/1/19,FY2019
CAFE LAYAL,Routine,11/21/19,88,2825,COMMERCE,,75226,2825 COMMERCE ST,11/1/19,FY2020
CAFE LAZIZ,Routine,11/6/19,83,9203,SKILLMAN,#108,75243,9203 SKILLMAN ST #108,11/1/19,FY2020
CAFE MADRID,Routine,9/25/19,84,4501,TRAVIS,,75205,4501 TRAVIS ST,9/1/19,FY2019
CAFE MAYA,Routine,7/30/19,85,1801,GRIFFIN,3RD F,75202,1801 N GRIFFIN ST 3RD F,7/1/19,FY2019
CAFE MEZBAN,Routine,8/27/19,85,13340,AUDELIA,#135,75243,13340 AUDELIA RD #135,8/1/19,FY2019
CAFE MOMENTUM,Routine,8/29/19,91,1510,PACIFIC,,75201,1510 PACIFIC AVE,8/1/19,FY2019
CAFE MOZART,Routine,1/17/19,90,11420,EMERALD,#104,75229,11420 EMERALD ST STE #104,1/1/19,FY2019
CAFE MTV,Routine,9/19/19,91,10560,WALNUT,#800,75243,10560 WALNUT ST #800,9/1/19,FY2019
CAFE NOSTRA PIZZA,Routine,5/24/19,90,2115,BUTLER,,75235,2115 BUTLER ST,5/1/19,FY2019
CAFE OF THE PLAZA,Routine,6/27/19,91,1616,WOODALL RODGERS,,75202,1616 WOODALL RODGERS FRWY,6/1/19,FY2019
CAFE SALSEPA,Routine,1/9/20,93,2610,ELM,,75226,2610 ELM ST,1/1/20,FY2020
CAFE STRADA,Routine,10/12/17,99,1201,MAIN,#105,75202,1201 MAIN ST #105,10/1/17,FY2018
CAFE TACUBA RESTAURANT,Routine,8/15/19,89,9334,RL THORNTON,#232,75228,9334 E RL THORNTON FRWY #232,8/1/19,FY2019
CAFE' VICTORIA,Routine,10/14/19,89,2422,VICTORY PARK,#100,75219,2422 VICTORY PARK LN #100,10/1/19,FY2020
CAFE/NDEBELE,Routine,2/14/19,95,650,RL THORNTON,,75203,650 S RL THORNTON FRWY,2/1/19,FY2019
CAJUN TAILGATORS,Routine,10/15/19,81,920,HARWOOD,#136,75201,920 S HARWOOD ST #136,10/1/19,FY2020
CAKETTES COFFEE SHOP,Routine,11/7/18,97,400,ST PAUL,#105,75201,400 N ST PAUL ST #105,11/1/18,FY2019
CALIFORNIA PIZZA KITCHEN,Routine,9/12/19,90,8411,PRESTON,,75225,8411 PRESTON RD,9/1/19,FY2019
CAMP EL HAR,Routine,6/4/19,84,5218,KIWANIS,,75236,5218 KIWANIS RD,6/1/19,FY2019
CAMPISI'S,Routine,12/22/19,97,8008,CEDAR SPRINGS,C2077,75235,8008 CEDAR SPRINGS RD C2077,12/1/19,FY2020
CAMPISI'S,Routine,11/4/19,96,5405,LOVERS,,75209,5405 W LOVERS LN,11/1/19,FY2020
CAMPISI'S BAR,Routine,2/13/19,97,1520,ELM,#111,75201,1520 ELM ST #111,2/1/19,FY2019
CAMPISI'S PIZZA,Routine,1/2/20,95,7632,CAMPBELL,,75248,7632 CAMPBELL RD,1/1/20,FY2020
CAMPISI'S PIZZA TOGO,Routine,3/18/19,100,5665,MOCKINGBIRD,,75206,5665 E MOCKINGBIRD LN,3/1/19,FY2019
CAMPUZANO,Routine,1/13/20,88,2618,OAK LAWN,,75219,2618 OAK LAWN AVE,1/1/20,FY2020
CANDLEROOM,Routine,9/24/19,95,5039,WILLIS,A,75206,5039 WILLIS AVE STE A,9/1/19,FY2019
CANDLEWOOD DALLAS,Routine,7/17/19,99,13939,NOEL,,75240,13939 NOEL RD,7/1/19,FY2019
CANDY LAND,Routine,2/13/19,94,13350,DALLAS,3285,75024,13350 DALLAS PKWY 3285,2/1/19,FY2019
CANDY SHACK,Routine,11/24/19,94,10788,HARRY HINES,#A-12,75220,10788 HARRY HINES BLVD STE #A-12,11/1/19,FY2020
CANE'S DELI,Routine,9/5/19,74,12810,HILLCREST,#107,75230,12810 HILLCREST RD #107,9/1/19,FY2019
CANNON CORNER IRISH PUB,Routine,12/23/19,80,1314,DAVIS,#110,75208,1314 W DAVIS ST #110,12/1/19,FY2020
CANOS COMBINATION,Routine,11/19/19,91,3943,COKCRELL HILL,#300,75236,3943 S COKCRELL HILL RD #300,11/1/19,FY2020
CANTEEN AVENUE C - MR. COOPER CYPRESS WATERS,Routine,8/22/19,98,8950,CYPRESS WATERS,,75019,8950 CYPRESS WATERS BLVD,8/1/19,FY2019
CANTINA EL CUBETAZO,Routine,1/24/19,100,4736,MAPLE,,75219,4736 MAPLE AVE,1/1/19,FY2019
CANTINA LAREDO,Routine,10/30/19,0,6025,ROYAL,#250,75230,6025 ROYAL LN #250,10/1/19,FY2020
CANTINA LAREDO,Routine,10/7/19,91,8008,CEDAR SPRINGS,C2596,75235,8008 CEDAR SPRINGS RD C2596,10/1/19,FY2020
CANTON HALL,Routine,2/28/19,100,2727,CANTON,,75226,2727 CANTON ST,2/1/19,FY2019
CANTRINA GRILL,Routine,5/15/18,89,2575,WALNUT HILL,,75229,2575 WALNUT HILL LN,5/1/18,FY2018
CAPITOL PUB,Routine,7/17/19,80,2401,HENDERSON,,75214,2401 N HENDERSON AVE,7/1/19,FY2019
CAPRI SNOW CONES II,Routine,2/21/19,91,9334,RL THORNTON,#X,75042,9334 E RL THORNTON FRWY #X,2/1/19,FY2019
CAPTAIN CHICKEN & FISH,Routine,6/6/18,80,7500,WESTMORELAND,,75237,7500 S WESTMORELAND RD,6/1/18,FY2018
CAPTAIN D'S,Routine,9/9/19,92,5514,JIM MILLER,,75228,5514 N JIM MILLER RD,9/1/19,FY2019
CAPTAIN D'S,Routine,1/29/19,93,6216,RETAIL,,75231,6216 RETAIL RD,1/1/19,FY2019
CAPTIN BILL'S SEAFOOD,Routine,11/26/19,97,3007,MLK,,75215,3007 MLK BLVD,11/1/19,FY2020
CARILLON CAFE,Routine,10/2/19,88,13601,PRESTON,#C-17,75240,13601 PRESTON RD #C-17,10/1/19,FY2020
CARL'S JR,Routine,5/31/18,99,3635,NORTHWEST,,75229,3635 W NORTHWEST HWY,5/1/18,FY2018
CARLISLE ROOM,Routine,1/25/19,99,1990,JACKSON,,75201,1990 JACKSON ST,1/1/19,FY2019
CARLO'S BAKERY,Routine,4/2/19,82,8319,PRESTON,,75225,8319 PRESTON RD,4/1/19,FY2019
CARMELITA'S TAQUERIA,Routine,11/25/19,88,265,COMSTOCK,,75208,265 W COMSTOCK ST,11/1/19,FY2020
CARMEN'S RESTAURANT,Routine,8/21/19,90,4717,SINGLETON,,75212,4717 SINGLETON BLVD,8/1/19,FY2019
CARMINE'S PIZZERIA,Routine,1/8/20,94,5365,SPRING VALLEY,#138,75254,5365 SPRING VALLEY RD #138,1/1/20,FY2020
CARMINE'S PIZZERIA,Routine,10/8/19,95,2006,SAN JACINTO,#100,75201,2006 SAN JACINTO ST #100,10/1/19,FY2020
CARMINE'S PIZZERIA,Routine,7/30/19,93,7615,CAMPBELL,#104,75248,7615 CAMPBELL RD #104,7/1/19,FY2019
CARNCERIA MEXICO,Routine,2/6/19,89,5417,BERNAL,,75212,5417 BERNAL DR,2/1/19,FY2019
CARNITAS LA COTORRA,Routine,7/9/19,94,2031,BUCKNER,#A,75217,2031 S BUCKNER BLVD #A,7/1/19,FY2019
CARNITAS LA PRIMERA MEAT MARKET,Routine,6/13/19,88,8721,LAKE JUNE,,75217,8721 LAKE JUNE,6/1/19,FY2019
CARRABBA'S ITALIAN GRILL,Routine,9/11/19,98,17548,DALLAS,,75287,17548 N DALLAS PKWY,9/1/19,FY2019
CARRIE'S,Routine,4/18/17,85,2320,MLK,,75215,2320 MLK BLVD,4/1/17,FY2017
CARSON'S MARQT,Routine,8/7/17,82,10819,ELAM,,75217,10819 ELAM RD,8/1/17,FY2017
CARVER PARK,Routine,1/9/20,84,7557,RAMBLER,#170,75231,7557 RAMBLER RD #170,1/1/20,FY2020
CASA CAVAZOS,Routine,12/4/19,80,5409,JIM MILLER,,75227,5409 N JIM MILLER RD,12/1/19,FY2020
CASA DE MONTECRISTO,Routine,2/27/19,97,3878,OAK LAWN,#300,75219,3878 OAK LAWN AVE #300,2/1/19,FY2019
CASA DON LUIS TEX-MEX,Routine,10/7/19,83,4805,FRANKFORD,#105,75287,4805 FRANKFORD RD #105,10/1/19,FY2020
CASA LINDA BAKERY,Follow-up,10/7/19,80,10819,GARLAND,,75218,10819 GARLAND RD,10/1/19,FY2020
CASA LINDA RETIREMENT,Routine,7/9/19,84,3205,DILIDO,,75228,3205 DILIDO RD,7/1/19,FY2019
CASA LINDA RETIREMENT,Routine,1/17/19,88,3305,DILIDO,,75228,3305 DILIDO RD,1/1/19,FY2019
CASA MAMA COMIDA CASERA,Routine,7/9/19,91,19129,PRESTON,#100,75252,19129 PRESTON RD #100,7/1/19,FY2019
CASA NAVARRO,Routine,11/5/19,81,11742,MARSH,#A,75229,11742 MARSH LN #A,11/1/19,FY2020
CASA VERONA,Routine,12/2/19,88,9840,CENTRAL,#300,75231,9840 N CENTRAL EXPW #300,12/1/19,FY2020
CASHSAVER BAKERY,Routine,12/9/19,92,2130,LEDBETTER,,75216,2130 E LEDBETTER DR,12/1/19,FY2020
CASHSAVER BAKERY,Routine,1/31/19,92,1201,CAMP WISDOM,,75232,1201 W CAMP WISDOM RD,1/1/19,FY2019
CASITA GROCERY & DELI,Routine,7/9/19,80,2111,NORTHWEST,,75220,2111 W NORTHWEST HWY,7/1/19,FY2019
CASITA TEX MEX BAR & GRILL,Routine,12/3/19,83,5807,BLACKWELL,,75231,5807 BLACKWELL ST,12/1/19,FY2020
CASSANDRA'S FINE CATERING,Routine,9/24/19,98,1435,DRAGON,,75207,1435 DRAGON ST,9/1/19,FY2019
CATERING BY CHEF RICHARD,Routine,5/21/19,86,5214,LAMAR,,75215,5214 S LAMAR ST,5/1/19,FY2019
CATFISH CONNECTION,Routine,1/30/19,90,2464,KIEST,,75233,2464 W KIEST BLVD,1/1/19,FY2019
CATFISH FLOYD'S,Routine,8/29/19,80,710,ANN ARBOR,,75216,710 E ANN ARBOR AVE,8/1/19,FY2019
CATFISH FOOD VARIANCE,Routine,11/21/18,83,2223,SINGLETON,,75212,2223 SINGLETON BLVD #222,11/1/18,FY2019
CATFISH KING,Routine,2/14/19,88,6940,COCKRELL HILL,,75237,6940 S COCKRELL HILL RD,2/1/19,FY2019
CATFISH SMITH,Routine,8/9/19,85,4620,LAMAR,,75215,4620 S LAMAR ST,8/1/19,FY2019
CATFISH XPRESS-E-MORE,Routine,3/22/18,84,3662,CAMP WISDOM,#2013,75237,3662 W CAMP WISDOM RD #2013,3/1/18,FY2018
CATHEDRAL SANTUARIO DE GUADALUPE,Routine,11/18/19,96,2215,ROSS,,75201,2215 ROSS AVE,11/1/19,FY2020
CATRACHITO RESTAURANT,Routine,9/18/19,84,9458,MARSH,,75220,9458 MARSH LN,9/1/19,FY2019
CAULDRON ICE CREAM,Routine,3/13/19,96,3001,KNOX,#103,75205,3001 KNOX ST #103,3/1/19,FY2019
CB RICHARD ELLIS,Routine,8/30/19,85,2100,ROSS,#1600,75201,2100 ROSS AVE #1600,8/1/19,FY2019
CBRE CAFETERIA,Routine,6/13/19,90,2100,MCKINNEY,#700,75201,2100 MCKINNEY AVE #700,6/1/19,FY2019
CC WING 'N' TAQUERIA,Routine,1/8/20,81,7470,GREENVILLE,,75231,7470 GREENVILLE AVE,1/1/20,FY2020
CC YOUNG MEMORIAL HOME,Routine,11/26/19,94,4833,LAWTHER,,75214,4833 W LAWTHER DR,11/1/19,FY2020
CC YOUNG MEMORIAL HOME CAFE AREA,Routine,6/28/19,100,4831,LAWTHER,,75214,4831 W LAWTHER DR,6/1/19,FY2019
CEDAR & VINE,Routine,9/24/19,83,9661,AUDELIA,#105,75238,9661 AUDELIA RD #105,9/1/19,FY2019
CEDAR CREST SNACK BAR,Routine,12/19/18,87,1800,SOUTHERLAND,,75203,1800 SOUTHERLAND AVE,12/1/18,FY2019
CEDAR GROVE,Routine,3/28/17,92,4123,CEDAR SPRINGS,#110,75219,4123 CEDAR SPRINGS RD #110,3/1/17,FY2017
CEDAR SOCIAL,Routine,12/21/19,74,1326,LAMAR,,75215,1326 S LAMAR ST,12/1/19,FY2020
CEDAR SPRINGS TAP HOUSE,Routine,11/25/19,90,4123,CEDAR SPRINGS,#101,75219,4123 CEDAR SPRINGS RD #101,11/1/19,FY2020
CEDARS EXPRESS,Routine,2/10/17,85,1700,PACIFIC,#C101,75201,1700 PACIFIC AVE #C101,2/1/17,FY2017
CEDARS WOODFIRE GRILL,Routine,7/16/19,80,12200,PRESTON,#100,75230,12200 PRESTON RD #100,7/1/19,FY2019
CELEBRATION MARKET,Routine,7/17/19,99,4515,LOVERS,,75209,4515 W LOVERS LN,7/1/19,FY2019
CELEBRATIONS,Routine,9/5/19,89,4503,LOVERS,,75209,4503 W LOVERS LN,9/1/19,FY2019
CELEBRITY CAFE & BAKERY,Routine,11/14/18,81,10720,PRESTON,#1016,75230,10720 PRESTON RD #1016,11/1/18,FY2019
CELESTIAL BEERWORKS,Routine,2/15/19,100,2530,BUTLER,,75235,2530 BUTLER ST,2/1/19,FY2019
CELI,Routine,12/14/16,83,3014,GASTON,#A,75226,3014 GASTON AVE #A,12/1/16,FY2017
CENTENNIAL BAR & BUFFET,Routine,12/21/19,97,300,REUNION,,75202,300 REUNION BLVD,12/1/19,FY2020
CENTRAL CAFE,Routine,5/18/18,90,12712,PARK CENTRAL,#B100,75251,12712 PARK CENTRAL DR #B100,5/1/18,FY2018
CENTRAL CAFE & GRILL,Routine,12/2/19,89,10000,CENTRAL,#129,75231,10000 N CENTRAL EXPW #129,12/1/19,FY2020
CENTRAL MARKET (PREPCOOLERS),Routine,12/11/19,95,5750,LOVERS,,75206,5750 E LOVERS LN,12/1/19,FY2020
CESAR TACOS,Routine,4/5/18,82,2450,COCKRELL HILL,,75211,2450 S COCKRELL HILL RD,4/1/18,FY2018
CESAR'S TACOS,Routine,9/28/19,84,2019,NORTHWEST,,75220,2019 W NORTHWEST HWY,9/1/19,FY2019
CESAR'S TACOS,Routine,9/5/19,86,2919,DAVIS,,75211,2919 W DAVIS ST,9/1/19,FY2019
CESAR'S TACOS,Routine,8/9/19,85,1106,DAVIS,,75208,1106 W DAVIS ST,8/1/19,FY2019
CESAR'S TACOS,Routine,8/13/19,91,3025,WESTMORELAND,,75233,3025 S WESTMORELAND RD,8/1/19,FY2019
CESAR'S TACOS,Routine,10/5/17,82,4340,ILLINOIS,,75211,4340 W ILLINOIS AVE,10/1/17,FY2018
CEVICHE,Routine,11/26/19,93,451,DAVIS,,75208,451 W DAVIS ST,11/1/19,FY2020
CEVICHE LOCO,Routine,10/16/19,84,7861,LAKE JUNE,,75217,7861 LAKE JUNE RD,10/1/19,FY2020
CHA CHA CHA,Routine,9/7/19,81,4916,MILITARY,,75227,4916 MILITARY PKWY,9/1/19,FY2019
CHA CHA PIZZA,Routine,7/31/17,81,13015,JUPITER,200,75238,13015 JUPITER RD 200,7/1/17,FY2017
CHALMITA,Routine,11/11/18,94,2233,PRAIRIE CREEK,#L7,75227,2233 N PRAIRIE CREEK RD #L7,11/1/18,FY2019
CHAMOY LOCOS,Routine,3/14/19,85,2605,FORT WORTH,#300,75211,2605 FORT WORTH AVE #300,3/1/19,FY2019
CHAMOYADAS GUERRERO,Routine,2/21/19,89,2957,WESTMORELAND,#C,75233,2957 S WESTMORELAND RD #C,2/1/19,FY2019
CHANTILLY BAKERY,Routine,1/20/19,99,116,JEFFERSON,,75208,116 W JEFFERSON BLVD,1/1/19,FY2019
CHARCO BROILER STEAK,Routine,9/16/19,93,1612,BUCKNER,,75217,1612 S BUCKNER BLVD,9/1/19,FY2019
CHARCOAL AVENUE,Routine,9/9/19,93,17509,COIT,#7,75252,17509 COIT RD #7,9/1/19,FY2019
CHARGERS CAFE,Routine,11/22/19,100,7502,FAIR OAKS,,75231,7502 FAIR OAKS AVE,11/1/19,FY2020
CHARLES,Routine,8/9/19,90,1632,MARKET CENTER,,75207,1632 MARKET CENTER BLVD,8/1/19,FY2019
CHARLEY'S GRILLED SUBS,Routine,2/4/19,90,13350,DALLAS,3660,75240,13350 DALLAS PKWY 3660,2/1/19,FY2019
CHARLIES CREOLE KITCHEN,Routine,9/16/19,92,2129,GREENVILLE,,75206,2129 GREENVILLE AVE,9/1/19,FY2019
CHASERS,Routine,3/22/19,98,2932,BUCKNER,,75228,2932 N BUCKNER BLVD,3/1/19,FY2019
CHAVEz CANTINA,Routine,6/20/19,100,3300,SAMUELL,,75223,3300 SAMUELL BLVD,6/1/19,FY2019
CHAVEZ SPORTS BAR,Routine,1/11/20,100,10828,FERGUSON,,75228,10828 FERGUSON RD,1/1/20,FY2020
CHECKERED PAST WINERY,Routine,2/14/19,94,1409,LAMAR,#008,75215,1409 S LAMAR ST #008,2/1/19,FY2019
CHEDDAR'S,Routine,11/13/19,97,12355,GREENVILLE,,75243,12355 GREENVILLE AVE,11/1/19,FY2020
CHEDDAR'S,Routine,9/17/19,91,39640,LBJ,,75237,39640 LBJ FRWY,9/1/19,FY2019
CHEESE & CHUTNEY,Routine,2/5/19,89,1318,DAVIS,,75208,1318 W DAVIS ST,2/1/19,FY2019
CHEESECAKE ROYAL,Routine,10/23/19,86,9018,GARLAND,,75218,9018 GARLAND RD,10/1/19,FY2020
CHEESESTEAK HOUSE,Routine,10/10/18,92,2015,DAVIS,,75208,2015 W DAVIS ST,10/1/18,FY2019
CHEF CASE AREA,Routine,8/14/19,93,5600,LOVERS,136,75209,5600 W LOVERS LN 136,8/1/19,FY2019
CHEF CED'S FOODIE SHACK,Routine,3/28/19,84,8300,LA PRADA,#176,75228,8300 LA PRADA DR #176,3/1/19,FY2019
CHEF CED'S FOODIE SHACK,Routine,12/27/17,82,3662,CAMP WISDOM,#1054,75237,3662 W CAMP WISDOM RD #1054,12/1/17,FY2018
CHEF CHU,Routine,7/9/19,85,3355,TRINITY MILLS,#213,75287,3355 TRINITY MILLS RD #213,7/1/19,FY2019
CHEF HOUSE RESTAURANT,Routine,12/16/19,92,4028,CEDAR SPRINGS,,75219,4028 CEDAR SPRINGS RD,12/1/19,FY2020
CHEF WANG,Routine,12/11/19,93,1201,MAIN,,75202,1201 MAIN ST,12/1/19,FY2020
CHEF'S GALLERY RESTAURANT,Routine,9/9/19,84,8080,PARK,#3,75231,8080 PARK LN #3,9/1/19,FY2019
CHEKOBERRY,Routine,2/5/19,92,611,JEFFERSON,B,75208,611 W JEFFERSON BLVD B,2/1/19,FY2019
CHELLES MACARONS,Routine,4/15/19,100,920,HARWOOD,#305,75201,920 S HARWOOD ST #305,4/1/19,FY2019
CHELSEA CORNER,Routine,9/25/19,96,4830,MCKINNEY,,75205,4830 MCKINNEY AVE,9/1/19,FY2019
CHEMITAS,Routine,4/22/19,96,835,JEFFERSON,,75208,835 W JEFFERSON BLVD,4/1/19,FY2019
CHESTERFIELDS,Routine,1/16/19,93,2555,INWOOD,#143,75235,2555 INWOOD RD #143,1/1/19,FY2019
CHEVRON,Routine,3/6/19,98,4210,LBJ,,75234,4210 LBJ FRWY,3/1/19,FY2019
CHEVRON,Routine,2/12/19,87,2332,NORTHWEST,,75220,2332 W NORTHWEST HWY,2/1/19,FY2019
CHEVRON FOOD MART,Routine,5/8/19,96,14225,COIT,,75254,14225 COIT RD,5/1/19,FY2019
CHEVRON FOOD MART,Routine,2/14/19,99,3306,GRAND,,75210,3306 GRAND AVE,2/1/19,FY2019
CHEVRON FUEL TOWN,Routine,8/21/19,94,8000,GREAT TRINTIY FOREST,,75217,8000 GREAT TRINTIY FOREST PKWY,8/1/19,FY2019
CHEZ FLO,Routine,11/16/17,88,502,IDLEWILD,,75051,502 IDLEWILD RD,11/1/17,FY2018
CHIC BAKERY,Routine,2/11/19,94,238,SUNSET,,75208,238 SUNSET AVE,2/1/19,FY2019
CHICAGO'S CHICKEN COOP,Routine,6/24/19,90,3636,FRANKFORD,#320,75287,3636 FRANKFORD RD #320,6/1/19,FY2019
CHICAGO'S TASTE AND MORE,Routine,5/31/18,93,7508,AMBASSADOR,,75247,7508 AMBASSADOR ROW,5/1/18,FY2018
CHICAS BONITAS,Routine,10/27/19,93,11044,HARRY HINES,,75229,11044 HARRY HINES BLVD,10/1/19,FY2020
CHICK-FIL-A,Routine,12/6/19,92,1201,ELM,#LL06,75202,1201 ELM ST #LL06,12/1/19,FY2020
CHICK-FIL-A,Routine,12/12/19,92,14897,PRESTON,,75254,14897 PRESTON RD,12/1/19,FY2020
CHICK-FIL-A,Routine,12/30/19,90,2429,WHEATLAND,,75237,2429 W WHEATLAND RD,12/1/19,FY2020
CHICK-FIL-A,Routine,12/16/19,97,3820,NORTHWEST,,75220,3820 W NORTHWEST HWY,12/1/19,FY2020
CHICK-FIL-A,Routine,10/7/19,94,8008,CEDAR SPRINGS,C2063,75235,8008 CEDAR SPRINGS RD C2063,10/1/19,FY2020
CHICK-FIL-A,Routine,9/4/19,94,3040,MOCKINGBIRD,,75235,3040 W MOCKINGBIRD LN,9/1/19,FY2019
CHICK-FIL-A,Routine,8/16/19,100,15235,MONTFORT,,75248,15235 MONTFORT RD,8/1/19,FY2019
CHICK-FIL-A,Routine,8/28/19,85,1535,COCKRELL HILL,,75211,1535 N COCKRELL HILL RD,8/1/19,FY2019
CHICK-FIL-A,Routine,8/27/19,90,6176,RETAIL,#100,75231,6176 RETAIL RD STE #100,8/1/19,FY2019
CHICK-FIL-A,Routine,8/26/19,85,7718,CENTRAL,,75206,7718 N CENTRAL EXPW,8/1/19,FY2019
CHICK-FIL-A,Routine,8/16/19,96,9111,GARLAND,,75218,9111 GARLAND RD,8/1/19,FY2019
CHICK-FIL-A,Routine,7/24/19,92,12120,INWOOD,,75244,12120 INWOOD RD,7/1/19,FY2019
CHICK-FIL-A,Routine,7/24/19,100,12795,MIDWAY,,75244,12795 MIDWAY RD,7/1/19,FY2019
CHICK-FIL-A,Routine,7/9/19,91,9386,LBJ,,75243,9386 LBJ FRWY,7/1/19,FY2019
CHICK-FIL-A,Routine,9/25/17,91,1521,COCKRELL HILL,,75211,1521 N COCKRELL HILL RD,9/1/17,FY2017
CHICK-FIL-A AT NORTHPARK,Routine,8/7/19,97,8687,CENTRAL,#2386,75225,8687 N CENTRAL EXPW #2386,8/1/19,FY2019
CHICK-FIL-A ST FRANKFORD FSU,Routine,12/12/19,99,4523,FRANKFORD,,75287,4523 FRANKFORD RD,12/1/19,FY2020
CHICKEN & RICE,Routine,4/15/19,93,2902,BUCKNER,,75227,2902 S BUCKNER BLVD,4/1/19,FY2019
CHICKEN EXPRESS,Routine,1/9/20,88,10930,CENTRAL,,75231,10930 N CENTRAL EXPW,1/1/20,FY2020
CHICKEN EXPRESS,Routine,1/2/20,93,18221,MIDWAY,,75252,18221 MIDWAY RD,1/1/20,FY2020
CHICKEN EXPRESS,Routine,10/2/19,82,6124,LEMMON,,75209,6124 LEMMON AVE,10/1/19,FY2020
CHICKEN HOUSE PLUS,Routine,10/18/19,89,909,FITZHUGH,,75246,909 N FITZHUGH AVE,10/1/19,FY2020
CHICKEN N RICE,Routine,12/30/19,97,2415,ILLINOIS,,75233,2415 W ILLINOIS AVE,12/1/19,FY2020
CHICKEN N THINGS,Routine,1/9/20,92,2011,LAMAR,,75215,2011 S LAMAR ST,1/1/20,FY2020
CHICKEN PALACE,Routine,12/26/18,92,907,ELM,,75202,907 ELM ST,12/1/18,FY2019
CHICKEN SCRATCH,Routine,12/11/19,86,2303,PITTMAN,A,75208,2303 PITTMAN ST STE A,12/1/19,FY2020
CHIEF PAPA BEARS FRIED CHICKEN,Routine,8/12/19,80,6181,BONNIE VIEW,#180,75247,6181 BONNIE VIEW RD #180,8/1/19,FY2019
CHIEF PAPA BEARS FRIED CHICKEN,Routine,2/21/19,88,2240,PRAIRIE CREEK,#600,75227,2240 N PRAIRIE CREEK RD #600,2/1/19,FY2019
CHILANGOLANDIA,Routine,12/4/19,100,1219,CENTERVILLE,,75228,1219 CENTERVILLE RD,12/1/19,FY2020
CHILDREN'S HEALTH,Routine,11/15/19,97,1340,EMPIRE CENTRAL,,75247,1340 EMPIRE CENTRAL,11/1/19,FY2020
CHILI'S,Routine,10/30/19,95,8008,CEDAR SPRINGS,C2396,75235,8008 CEDAR SPRINGS RD C2396,10/1/19,FY2020
CHILI'S GRILL & BAR,Routine,12/19/19,85,2503,WHEATLAND,,75237,2503 W WHEATLAND RD,12/1/19,FY2020
CHILI'S GRILL & BAR,Routine,11/26/19,86,1610,COCKRELL HILL,,75211,1610 N COCKRELL HILL RD,11/1/19,FY2020
CHILI'S GRILL & BAR,Routine,10/23/19,81,246,CASA LINDA PLAZA,,75218,246 CASA LINDA PLAZA,10/1/19,FY2020
CHILI'S GRILL & BAR,Routine,9/5/19,83,2222,NORTHWEST,,75220,2222 W NORTHWEST HWY,9/1/19,FY2019
CHILOSO MEXICAN BISTRO,Routine,1/11/20,100,1152,BUCKNER,#128,75218,1152 N BUCKNER BLVD #128,1/1/20,FY2020
CHINA BOWL,Routine,10/15/19,90,11555,JUPITER,#A,75218,11555 JUPITER #A,10/1/19,FY2020
CHINA DRAGON,Routine,8/17/18,96,650,PEARL,#FC4,75201,650 N PEARL EXPW #FC4,8/1/18,FY2018
CHINA KING SUPER BUFFET,Routine,12/19/19,80,2829,NORTHWEST,#511,75220,2829 W NORTHWEST HWY #511,12/1/19,FY2020
CHINA KING SUPER BUFFET II,Routine,7/30/19,90,3907,CAMP WISDOM,,75237,3907 W CAMP WISDOM RD,7/1/19,FY2019
CHINA KITCHEN,Routine,11/4/19,86,6878,SHADY BROOK,,75231,6878 SHADY BROOK LN,11/1/19,FY2020
CHINA VILLAGE,Routine,6/20/18,81,655,ILLINOIS,#703,75224,655 W ILLINOIS AVE #703,6/1/18,FY2018
CHINA WOK,Routine,11/27/19,87,10121,LAKE JUNE,#110,75217,10121 LAKE JUNE RD #110,11/1/19,FY2020
CHINA WOK,Routine,7/8/19,83,4849,SUNNYVALE,,75216,4849 SUNNYVALE ST,7/1/19,FY2019
CHINESE KITCHEN,Routine,6/10/19,94,3939,POLK,#203,75224,3939 S POLK ST #203,6/1/19,FY2019
CHINO CHINATOWN,Routine,8/29/19,85,3011,GULDEN,#110,75212,3011 GULDEN LN #110,8/1/19,FY2019
CHIPOTLE MEXCIAN GRILL,Routine,8/29/19,98,39779,LBJ,,75237,39779 LBJ FRWY,8/1/19,FY2019
CHIPOTLE MEXICAN GRILL,Routine,12/4/19,98,18152,PRESTON,#1,75252,18152 PRESTON RD #1,12/1/19,FY2020
CHIPOTLE MEXICAN GRILL,Routine,11/4/19,91,14715,COIT,#102,75254,14715 COIT RD #102,11/1/19,FY2020
CHIPOTLE MEXICAN GRILL,Routine,10/10/19,98,2705,MCKINNEY,,75204,2705 MCKINNEY AVE,10/1/19,FY2020
CHIPOTLE MEXICAN GRILL,Routine,10/24/19,94,8687,CENTRAL,#2396,75231,8687 N CENTRAL EXPW #2396,10/1/19,FY2020
CHIPOTLE MEXICAN GRILL,Routine,9/17/19,97,12747,MIDWAY,#180,75244,12747 MIDWAY RD #180,9/1/19,FY2019
CHIPOTLE MEXICAN GRILL,Routine,9/4/19,100,2427,MOCKINGBIRD,#150,75235,2427 W MOCKINGBIRD LN #150,9/1/19,FY2019
CHIPOTLE MEXICAN GRILL,Routine,9/9/19,98,8018,PARK,#105,75231,8018 PARK LN #105,9/1/19,FY2019
