restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year
BACK HOME BARBECUE,Follow-up,7/16/18,80,5014,ROSS,,75206,5014 ROSS AVE,7/1/18,FY2018
BAHAMA BEACH CONCESSIONS,Routine,8/18/17,80,1895,CAMPFIRE,,75232,1895 CAMPFIRE CIR,8/1/17,FY2017
BAHAMA BUCKS,Routine,12/3/19,98,6780,ABRAMS,#107,75231,6780 ABRAMS RD #107,12/1/19,FY2020
BAHAMA BUCKS,Routine,10/9/19,99,6033,CAMPBELL,,75248,6033 CAMPBELL RD,10/1/19,FY2020
BAILEY'S CAFE,Routine,11/28/18,94,2525,INWOOD,#123,75235,2525 INWOOD RD #123,11/1/18,FY2019
BAJA FOOD MART,Routine,3/9/19,88,5606,RL THORNTON,,75223,5606 E RL THORNTON FRWY,3/1/19,FY2019
BAKER BROS AMERICA DELI,Routine,10/19/16,88,14060,DALLAS,#B,75240,14060 DALLAS PKWY STE #B,10/1/16,FY2017
BAKER BROS AMERICAN DELI,Routine,3/14/19,86,5500,GREENVILLE,#1102,75206,5500 GREENVILLE AVE #1102,3/1/19,FY2019
BAKERS RIBS,Routine,8/19/19,86,6516,NORTHWEST,,75231,6516 E NORTHWEST HWY,8/1/19,FY2019
BAKERS RIBS,Routine,5/16/18,85,3033,MAIN,,75226,3033 MAIN ST,5/1/18,FY2018
BAKERY,Routine,10/10/19,97,4062,LBJ,,76244,4062 LBJ FRWY,10/1/19,FY2020
BAKERY,Routine,10/28/19,95,4241,CAPITOL,,75204,4241 CAPITOL AVE,10/1/19,FY2020
BAKERY,Routine,1/9/19,99,7075,WHEATLAND,,75249,7075 W WHEATLAND RD,1/1/19,FY2019
BAKERY/DELI,Routine,11/5/19,89,15757,COIT,,75248,15757 COIT RD,11/1/19,FY2020
BAKERY/DELI,Routine,6/14/17,82,7007,ARAPAHO,,75248,7007 ARAPAHO RD,6/1/17,FY2017
BALE I RESTAURANT,Routine,1/14/20,85,11404,SHILOH,#101,75228,11404 SHILOH RD #101,1/1/20,FY2020
BALEADAS BY LILI'S BAR AND GRILL,Routine,12/16/19,93,3215,SHEILA,,75220,3215 SHEILA LN,12/1/19,FY2020
BANANA LEAF THAI CUISINE,Routine,10/14/19,95,17370,PRESTON,#500,75252,17370 PRESTON RD #500,10/1/19,FY2020
BANDERA CLUB,Routine,3/13/18,88,10815,FERGUSON,,75228,10815 FERGUSON RD,3/1/18,FY2018
BANGKOK CITY ON GREENVILLE,Routine,12/19/19,80,4503,GREENVILLE,,75206,4503 GREENVILLE AVE,12/1/19,FY2020
BANGKOK CITY RESTAURANT,Routine,9/12/19,86,4301,BRYAN,#101,75204,4301 BRYAN ST #101,9/1/19,FY2019
BANGKOK INN,Routine,8/21/19,81,6033,ORAM,,75206,6033 ORAM ST,8/1/19,FY2019
BANGKOK THAI CUISINE RESTAURANT,Routine,9/11/19,83,10207,CENTRAL,,75230,10207 N CENTRAL EXPW,9/1/19,FY2019
BANH MI STATION,Routine,9/5/19,94,1818,SYLVAN,#C100,75208,1818 SYLVAN AVE #C100,9/1/19,FY2019
BANNER PLACE SANDWICH SHOP,Routine,12/7/18,87,12770,COIT,#160,75251,12770 COIT RD #160,12/1/18,FY2019
BANQUET KITCHEN - BALLROOM LEVEL,Routine,10/4/19,92,1530,MAIN,,75201,1530 MAIN ST,10/1/19,FY2020
BAR,Routine,1/29/19,98,1000,AUSTIN,,75215,1000 S AUSTIN ST,1/1/19,FY2019
BAR,Routine,9/27/18,100,3025,MAIN,#100,75226,3025 MAIN ST #100,9/1/18,FY2018
BAR LOUIE,Routine,12/19/19,96,8166,PARK,#C310,75231,8166 PARK LN #C310,12/1/19,FY2020
BAR/KITCHEN(ICE MACHINE ONLY),Routine,2/28/19,94,2605,ELM,,75226,2605 ELM ST,2/1/19,FY2019
BARACK OBAMA MALE LEADERSHIP ACADE,Routine,9/12/19,95,4730,LANCASTER,,75216,4730 S LANCASTER RD,9/1/19,FY2019
BARBACOA AGAVE,Routine,8/27/19,88,9515,C F HAWN,,75217,9515 C F HAWN FRWY,8/1/19,FY2019
BARBACOA AGAVE HIDALGUENSE,Routine,1/6/20,85,4525,MAPLE,,75219,4525 MAPLE AVE,1/1/20,FY2020
BARBEC'S RESTAURANT,Routine,7/10/19,83,8949,GARLAND,,75218,8949 GARLAND RD,7/1/19,FY2019
BARBI'S BAR,Routine,11/23/18,93,3238,SAMUELL,,75223,3238 SAMUELL BLVD,11/1/18,FY2019
BARCADIA,Routine,9/16/19,97,1917,HENDERSON,,75224,1917 N HENDERSON,9/1/19,FY2019
BARNES & NOBLE,Routine,3/19/19,99,5959,ROYAL,#616,75230,5959 ROYAL LN #616,3/1/19,FY2019
BARNES & NOBLE CAFE,Routine,10/14/19,97,5301,BELTLINE,#118,75240,5301 BELTLINE RD #118,10/1/19,FY2020
BARRY'S BOOTCAMP,Routine,2/28/19,98,3600,MCKINNEY,#150,75204,3600 MCKINNEY AVE #150,2/1/19,FY2019
BARUCH HASHEM CONGREGATION,Routine,3/4/19,100,6304,BELTLINE,,75248,6304 BELTLINE RD,3/1/19,FY2019
BASEMENT,Routine,12/13/19,100,1303,MAIN,,75202,1303 MAIN ST,12/1/19,FY2020
BASKIN ROBBIN'S,Routine,4/18/19,98,11700,PRESTON,#670,75230,11700 PRESTON RD #670,4/1/19,FY2019
BASKIN ROBBINS,Routine,1/9/20,96,2433,KIEST,,75233,2433 W KIEST BLVD,1/1/20,FY2020
BASKIN ROBBINS,Routine,11/22/19,92,5500,GREENVILLE,#501,75206,5500 GREENVILLE AVE #501,11/1/19,FY2020
BASKIN ROBBINS,Routine,12/18/18,93,8411,PRESTON,#120,75225,8411 PRESTON RD #120,12/1/18,FY2019
BASKIN ROBBINS TEXPRESS GOURMET,Routine,3/27/19,94,8008,HERB KELLEHER,C2215,75235,8008 HERB KELLEHER WAY C2215,3/1/19,FY2019
BASKIN ROBINS / TEXSPRESS,Routine,3/27/19,92,8008,CEDAR SPRINGS,C2521,75235,8008 CEDAR SPRINGS RD C2521,3/1/19,FY2019
BAWA SHELL,Routine,5/9/19,94,5607,RL THORNTON,,75223,5607 E RL THORNTON FRWY,5/1/19,FY2019
BAYLOR HOSPITAL CAFETERIA,Routine,8/16/19,85,909,WASHINGTON,,75201,909 N WASHINGTON AVE,8/1/19,FY2019
BAYLOR UNIVERSITY MED CTR BAKERY,Routine,8/21/19,94,3500,GASTON,,75246,3500 GASTON AVE,8/1/19,FY2019
BAYMONT INN & SUITES,Routine,7/17/19,92,2370,NORTHWEST,,75220,2370 W NORTHWEST HWY,7/1/19,FY2019
BBBOP,Routine,9/4/19,81,5323,GREENVILLE,#5,75206,5323 GREENVILLE AVE #5,9/1/19,FY2019
BBBOP,Routine,6/4/18,80,2023,GREENVILLE,#130,75206,2023 GREENVILLE RD #130,6/1/18,FY2018
BBBOP SEOUL KITCHEN,Routine,12/23/19,80,828,DAVIS,,75208,828 W DAVIS ST,12/1/19,FY2020
BBVA COMPASS CORNERSTONE CENTRALIZATION,Routine,12/11/19,88,8080,CENTRAL,#120,75206,8080 N CENTRAL EXPW #120,12/1/19,FY2020
BE RAW FOOD & JUICE RESTAURANT,Routine,7/11/18,83,6005,BERKSHIRE,,75225,6005 BERKSHIRE LN,7/1/18,FY2018
BE YOU NUTRITION,Routine,3/7/19,87,5626,MAPLE,#150,75225,5626 MAPLE AVE #150,3/1/19,FY2019
BEAUTY BAR DALLAS,Routine,5/9/18,90,1924,HENDERSON,,75206,1924 N HENDERSON AVE,5/1/18,FY2018
BECKLEY DONUTS,Routine,1/28/19,80,2319,BECKLEY,,75216,2319 S BECKLEY AVE,1/1/19,FY2019
BECKS PRIME,Routine,7/15/19,100,5931,FOREST,,75230,5931 FOREST LN,7/1/19,FY2019
BEER TO GO,Routine,12/7/18,90,4821,COLUMBIA,#A,75226,4821 COLUMBIA AVE #A,12/1/18,FY2019
BELLAGREEN,Routine,7/15/19,91,8041,WALNUT HILL,,75231,8041 WALNUT HILL LN,7/1/19,FY2019
BELLATRINO PIZZERIA & CUCINA,Routine,4/16/19,86,920,HARWOOD,#201,75201,920 S HARWOOD ST #201,4/1/19,FY2019
BELLINI'S ITALIAN CAFE,Routine,6/28/18,80,3810,CONGRESS,#109,75219,3810 CONGRESS AVE #109,6/1/18,FY2018
BELMENT CAFE,Routine,1/14/19,86,9751,WALNUT,#122,75243,9751 WALNUT ST #122,1/1/19,FY2019
BELMONTS CAFE ON BACHMAN CREEK,Routine,11/14/19,91,3880,NORTHWEST,,75220,3880 W NORTHWEST HWY,11/1/19,FY2020
BELO CULINAIRE,Routine,9/23/19,90,2101,ROSS,,75201,2101 ROSS AVE,9/1/19,FY2019
BELOW ZERO,Routine,8/22/19,89,4444,ILLINOIS,#120,75211,4444 ILLINOIS AVE #120,8/1/19,FY2019
BELZIES BAR,Routine,7/10/18,94,10260,FERGUSON,,75228,10260 FERGUSON RD,7/1/18,FY2018
BENDERS SPORTS & SPIRITS,Routine,4/24/19,95,18110,MIDWAY,#188,75287,18110 MIDWAY RD #188,4/1/19,FY2019
BENIHANA,Routine,10/22/19,83,7775,BANNER,,75251,7775 BANNER DR,10/1/19,FY2020
BENNY BAGELS LAKEWOOD,Routine,7/8/19,88,1901,SKILLMAN,,75206,1901 SKILLMAN,7/1/19,FY2019
BENNY'S BAGELS,Routine,1/24/19,89,6911,FRANKFORD,#500,75252,6911 FRANKFORD RD #500,1/1/19,FY2019
BENNY'S BAGELS,Routine,10/16/18,93,1700,PACIFIC,C106,75201,1700 PACIFIC AVE C106,10/1/18,FY2019
BENNY'S BAGELS,Routine,12/19/17,76,1901,SKILLMAN,,75206,1901 SKILLMAN ST,12/1/17,FY2018
BENNY'S FOOD & MART,Routine,10/15/19,99,5942,ABRAMS,,75231,5942 ABRAMS RD,10/1/19,FY2020
BENNYS CLASSIC GRILL,Routine,7/18/19,88,10302,GARLAND,,75218,10302 GARLAND RD,7/1/19,FY2019
BENT TREE CC LAKE,Routine,1/17/19,98,5201,WESTGROVE,,75248,5201 WESTGROVE DR,1/1/19,FY2019
BENT TREE EXXON/ICE CREAM,Routine,2/5/19,100,16110,DALLAS,,75287,16110 DALLAS PKWY,2/1/19,FY2019
BENTON LOUNGE,Routine,7/15/19,91,4814,SECOND,,75210,4814 SECOND AVE,7/1/19,FY2019
BERKSHIRE CAFE,Routine,8/1/19,92,5950,BERKSHIRE,#175,75225,5950 BERKSHIRE LN #175,8/1/19,FY2019
BERNIE'S,Routine,11/26/19,97,6211,NORTHWEST,#C150,75225,6211 W NORTHWEST HWY #C150,11/1/19,FY2020
BERRY NAKED,Routine,1/18/19,89,5560,LOVERS,#251,75209,5560 LOVERS LN #251,1/1/19,FY2019
BERTA'S RESTAURANTE Y PANADERIA,Routine,12/27/19,86,11363,DENTON,#207,75229,11363 DENTON DR #207,12/1/19,FY2020
BESA'S PIZZA & PASTA,Routine,9/25/19,84,14856,PRESTON,#110,75254,14856 PRESTON RD #110,9/1/19,FY2019
BESSIE'S CATERING,Routine,1/25/18,93,2636,SWISS,,75204,2636 SWISS AVE,1/1/18,FY2018
BEST BURGER,Routine,1/17/19,96,2031,BUCKNER,#B,75217,2031 S BUCKNER BLVD #B,1/1/19,FY2019
BEST DRINKS EVER,Routine,6/23/18,100,10606,SHADY,#113,75720,10606 SHADY TRL #113,6/1/18,FY2018
BEST KING CHINA/GOLDEN CHICK,Routine,8/12/19,88,9531,C F HAWN,#A,75217,9531 C F HAWN FRWY SUIT #A,8/1/19,FY2019
BEST TACO,Routine,8/1/18,81,1805,SYLVAN,,75208,1805 SYLVAN AVE,8/1/18,FY2018
BEST THAI DINER,Follow-up,1/16/18,90,9170,LBJ,,75243,9170 LBJ FRWY,1/1/18,FY2018
BEST THAI RESTAURANT,Routine,10/27/17,100,5959,ROYAL,#540,75230,5959 ROYAL LN #540,10/1/17,FY2018
BEST THAI SIGNATURE,Routine,8/14/19,87,18352,DALLAS,#112,75287,18352 DALLAS PKWY #112,8/1/19,FY2019
BETO & SON REAL MEXICAN FOOD,Routine,11/19/19,81,3011,GULDEN,#108,75212,3011 GULDEN LN #108,11/1/19,FY2020
BETTY RINGER ICE CREAM,Routine,6/14/18,93,750,FORT WORTH,#H120,75209,750 FORT WORTH AVE #H120,6/1/18,FY2018
BETTY'S BEST AROUND,Routine,6/28/19,88,3607,GREENVILLE,#A,75206,3607 GREENVILLE AVE #A,6/1/19,FY2019
BEVERLY'S BAR,Routine,9/26/19,92,3215,FITZHUGH,,75209,3215 N FITZHUGH AVE,9/1/19,FY2019
BEYOND THE BOX,Routine,12/12/18,93,325,ST PAUL,#G-8,75201,325 N ST PAUL ST #G-8,12/1/18,FY2019
BEYOND THE BOX CATERING,Routine,12/26/19,92,2544,COMMERCE,,75212,2544 W COMMERCE ST,12/1/19,FY2020
BEYOND THE BUTCHER,Routine,1/22/19,97,920,HARWOOD,#168,75201,920 S HARWOOD ST #168,1/1/19,FY2019
BIDA RANG DONG,Routine,10/8/19,93,10546,WALNUT,#120,75243,10546 WALNUT ST #120,10/1/19,FY2020
BIERGARTEN,Routine,5/31/19,100,665,LAMAR,#110,75202,665 S LAMAR ST #110,5/1/19,FY2019
BIERNAT'S RESTAURANT,Routine,6/27/19,80,4217,OAK LAWN,,75219,4217 OAK LAWN AVE,6/1/19,FY2019
BIG AL'S SMOKEHOUSE,Routine,12/11/19,97,3317,INWOOD,#100,75235,3317 INWOOD RD #100,12/1/19,FY2020
BIG BROTHERS CAFE,Routine,11/27/18,93,17330,PRESTON,#101D,75252,17330 PRESTON RD #101D,11/1/18,FY2019
BIG C FOOD MART,Routine,11/25/19,84,2240,IRVING,,75207,2240 IRVING BLVD,11/1/19,FY2020
BIG D,Routine,5/16/18,80,2207,LEDBETTER,#A,75216,2207 E LEDBETTER DR #A,5/1/18,FY2018
BIG DADDY'S CONVENIENCE,Routine,3/28/19,86,4121,COLONIAL,,75215,4121 COLONIAL AVE,3/1/19,FY2019
BIG DADDY'S SUPERMARKET,Routine,2/15/19,88,6204,BEXAR,,75215,6204 BEXAR ST,2/1/19,FY2019
BIG GUY'S CHICKEN AND RICE,Routine,6/27/19,95,2614,ELM,#130,75226,2614 ELM ST #130,6/1/19,FY2019
BIG MAMA T RESTAURANT,Routine,1/16/19,80,4515,VILLAGE FAIR,#A-11,75224,4515 VILLAGE FAIR DR #A-11,1/1/19,FY2019
BIG MAMA'S CHICKEN & WAFFLES,Routine,10/3/19,84,9810,FOREST,,75243,9810 FOREST LN,10/1/19,FY2020
BIG MAMA'S CHICKEN & WAFFLES II,Routine,12/10/16,86,2737,ELSIE FAYE HEGGINS,100,75215,2737 ELSIE FAYE HEGGINS ST STE 100,12/1/16,FY2017
BIG O PIZZA & PASTA,Routine,10/30/19,90,13531,MONTFORT,#117,75240,13531 MONTFORT DR #117,10/1/19,FY2020
BIG SHUCKS,Routine,7/23/19,94,6232,MOCKINGBIRD,,75214,6232 E MOCKINGBIRD LN,7/1/19,FY2019
BIG T PIZZA,Routine,2/7/19,80,4515,VILLAGE FAIR,#A-8,75224,4515 VILLAGE FAIR DR #A-8,2/1/19,FY2019
BIG TONYS WEST PHILLY CHEESE STEAKS DALLAS,Follow-up,11/25/19,80,13378,PRESTON,,75240,13378 PRESTON RD,11/1/19,FY2020
BILLARES REFORMA,Routine,10/19/19,90,3027,NORTHWEST,,75220,3027 W NORTHWEST HWY,10/1/19,FY2020
BILLY CAN CAN,Routine,9/26/19,88,2386,VICTORY PARK,,75219,2386 VICTORY PARK LN,9/1/19,FY2019
BILLY DONUT,Routine,5/9/19,85,406,HAMPTON,#406,75208,406 S HAMPTON RD #406,5/1/19,FY2019
BINGBOX,Routine,10/16/18,92,320,SINGLETON,#180,75212,320 SINGLETON BLVD #180,10/1/18,FY2019
BIRRIERIA AGUINAGA,Routine,9/3/19,83,2829,NORTHWEST,#520,75220,2829 W NORTHWEST HWY #520,9/1/19,FY2019
BIRRIERIA AGUNAGA,Follow-up,11/6/17,83,2457,GUS THOMASSON,,75228,2457 GUS THOMASSON RD,11/1/17,FY2018
BISHOP ARTS WINERY,Routine,8/28/19,80,838,DAVIS,,75208,838 W DAVIS ST,8/1/19,FY2019
BISHOP CIDER COMPANY,Routine,6/20/19,88,509,BISHOP,#C,75208,509 N BISHOP AVE #C,6/1/19,FY2019
BISHOP CIDER COMPANY,Routine,1/29/19,100,2777,IRVING,#200,75207,2777 IRVING BLVD #200,1/1/19,FY2019
BISHOP DUNNE HIGH NORTH,Routine,10/22/19,85,3900,RUGGED,,75224,3900 RUGGED DR,10/1/19,FY2020
BISHOP LYNCH CAFETERIA,Routine,9/12/19,95,9750,FERGUSON,,75228,9750 FERGUSON RD,9/1/19,FY2019
BISON BAR & GRILL,Routine,7/26/19,82,3030,ROSS,,75204,3030 ROSS AVE,7/1/19,FY2019
BISOUS BISOUS PâTISSERIE,Routine,2/28/19,97,3700,MCKINNEY,#150,75204,3700 MCKINNEY AVE #150,2/1/19,FY2019
BISTRO CAFE&GRILL,Routine,11/7/19,84,1111,MOCKINGBIRD,#150,75247,1111 W MOCKINGBIRD LN #150,11/1/19,FY2020
BISTRO Q,Routine,12/16/19,95,8300,JOHN W. CARPENTER,,75247,8300 JOHN W. CARPENTER FRWY,12/1/19,FY2020
BITE BISTRO,Routine,9/5/19,99,1150,EMPIRE CENTRAL,,75247,1150 EMPIRE CENTRAL PL,9/1/19,FY2019
BJ'S,Routine,4/8/19,94,928,BUCKNER,,75217,928 S BUCKNER BLVD,4/1/19,FY2019
BK FOOD MART,Routine,11/7/18,98,8200,RL THORNTON,,75228,8200 E RL THORNTON FRWY,11/1/18,FY2019
BKC KITCHEN,Routine,11/15/16,90,1912,MLK,,75215,1912 MLK BLVD,11/1/16,FY2017
BLACK FOREST COFFEE,Routine,1/23/19,93,5801,NORTHWEST,,75231,5801 E NORTHWEST HWY,1/1/19,FY2019
BLACK FRIAR PUB UPSTAIRS,Routine,12/26/19,98,2621,MCKINNEY,,75204,2621 MCKINNEY AVE,12/1/19,FY2020
BLACK JACK PIZZA,Routine,12/4/19,80,2120,ST AUGUSTINE,#100,75227,2120 N ST AUGUSTINE RD #100,12/1/19,FY2020
BLACK SWAN SALOON,Routine,9/26/19,97,2708,ELM,,75226,2708 ELM ST,9/1/19,FY2019
BLATT BEER AND TABLE,Routine,11/15/19,93,7859,WALNUT HILL,#170,75230,7859 WALNUT HILL LN #170,11/1/19,FY2020
BLESSED SACRAMENT CATHOLIC CHURCH,Routine,3/5/19,95,221,MARSALIS,,75203,221 N MARSALIS AVE,3/1/19,FY2019
BLIMPIE'S SUBS & SALADS,Routine,12/28/16,95,600,PEARL,#G107,75201,600 N PEARL EXPW #G107,12/1/16,FY2017
BLU'S,Routine,8/27/19,92,17630,PRESTON,,75252,17630 PRESTON RD,8/1/19,FY2019
BLUE BAMBOO,Routine,9/11/19,91,7777,FOREST,#A074,75230,7777 FOREST LN #A074,9/1/19,FY2019
BLUE BIRD,Routine,9/8/18,99,11434,EMERALD,#106,75229,11434 EMERALD ST #106,9/1/18,FY2018
BLUE GOOSE CANTINA,Follow-up,11/22/19,85,2901,GREENVILLE,,75206,2901 GREENVILLE AVE,11/1/19,FY2020
BLUE MESA GRILL,Routine,1/10/18,80,7700,NORTHWEST,,75225,7700 W NORTHWEST HWY,1/1/18,FY2018
BLUE SUSHI SAKE GRILL,Routine,11/13/19,91,7859,WALNUT HILL,#180,75230,7859 WALNUT HILL LN #180,11/1/19,FY2020
BLUE SUSKI SAKE GRILL,Routine,8/5/19,87,3220,MCKINNEY,#100,75204,3220 MCKINNEY AVE #100,8/1/19,FY2019
BLUE'S PALACE II,Routine,9/25/19,100,3100,GRAND,,75215,3100 GRAND AVE,9/1/19,FY2019
BLUEBONNET SALADS & GRILL,Routine,11/25/19,91,8625,KING GEORGE,#245,75235,8625 KING GEORGE DR #245,11/1/19,FY2020
BLUES BURGERS,Routine,9/13/19,92,1820,MOCKINGBIRD,#44,75235,1820 W MOCKINGBIRD LN #44,9/1/19,FY2019
BLUFFVIEW GROWLER,Routine,10/25/18,92,3850,NORTHWEST,#1190,75220,3850 W NORTHWEST HWY #1190,10/1/18,FY2019
BNG,Routine,3/13/19,90,3260,IRVING,,75247,3260 IRVING BLVD,3/1/19,FY2019
BO BO CHINA RESTAURANT,Follow-up,5/3/19,91,10630,NEW CHURCH,,75238,10630 NEW CHURCH RD,5/1/19,FY2019
BO-LEO'S TACO SHACK,Routine,8/22/19,99,4300,PARRY,,75223,4300 PARRY AVE,8/1/19,FY2019
BO'S CHICKEN & SEAFOOD,Routine,12/17/19,91,9792,FOREST,#A,75243,9792 FOREST LN #A,12/1/19,FY2020
BOB'S EXXON,Routine,2/12/19,90,2170,NORTHWEST,,75220,2170 W NORTHWEST HWY,2/1/19,FY2019
BOB'S STEAK & CHOP HOUSE,Routine,9/25/19,91,4300,LEMMON,,75219,4300 LEMMON AVE,9/1/19,FY2019
BOB'S STEAKHOUSE & KITCHEN,Routine,11/13/19,95,555,LAMAR,#100,75202,555 S LAMAR ST #100,11/1/19,FY2020
BOBADDICTION DEEP ELLUM,Routine,9/19/19,91,3014,MAIN,,75201,3014 MAIN ST,9/1/19,FY2019
BOCATTI,Routine,2/27/19,93,3720,WALNUT HILL,#102,75229,3720 WALNUT HILL LN STE #102,2/1/19,FY2019
BOCATTI DELI FRUTERIA,Routine,8/14/19,91,3720,WALNUT HILL,#102,75229,3720 WALNUT HILL LN #102,8/1/19,FY2019
BOCCE,Routine,2/7/19,94,244,DAVIS,,75208,244 W DAVIS ST,2/1/19,FY2019
BODARD BISTRO,Routine,12/23/19,80,9780,WALNUT,#340,75243,9780 WALNUT ST #340,12/1/19,FY2020
BOLSA,Routine,7/30/19,85,614,DAVIS,#100,75208,614 W DAVIS ST #100,7/1/19,FY2019
BOLSA EXIGO,Routine,10/16/19,86,4819,NORMA,,75247,4819 NORMA ST,10/1/19,FY2020
BOLSA MERCADO,Routine,6/22/17,78,634,DAVIS,,75208,634 W DAVIS ST,6/1/17,FY2017
BOMB FACTORY,Routine,11/28/18,97,2713,CANTON,,75226,2713 CANTON ST,11/1/18,FY2019
BOMBONES,Routine,12/11/19,97,11917,NORTHWEST,,75218,11917 E NORTHWEST HWY,12/1/19,FY2020
BOMBSHELLS,Routine,12/18/19,83,7501,STEMMONS,#140,75247,7501 N STEMMONS FRWY #140,12/1/19,FY2020
BONE DADDY'S,Routine,1/9/20,90,8856,SPRING VALLEY,,75243,8856 SPRING VALLEY RD,1/1/20,FY2020
BONNIE VIEW MOBIL,Routine,8/19/19,80,2919,ILLINOIS,,75216,2919 E ILLINOIS AVE,8/1/19,FY2019
BONNIE VIEW SHELL,Routine,11/5/19,84,7410,BONNIE VIEW,,75241,7410 BONNIE VIEW RD,11/1/19,FY2020
BONTON FARMS,Routine,9/23/19,81,6907,BEXAR,,75215,6907 BEXAR ST,9/1/19,FY2019
BOOM BOOM LOUNGE AND RESTAURANT,Routine,11/15/18,88,4222,CAMP WISDOM,,75237,4222 W CAMP WISDOM RD,11/1/18,FY2019
BOOMER JACK WINGS & GRILL,Routine,12/26/19,87,9540,GARLAND,#C406,75218,9540 GARLAND RD #C406,12/1/19,FY2020
BOSS WINGS AND MORE,Routine,8/23/19,80,4328,MARSALIS,#B,75216,4328 S MARSALIS AVE #B,8/1/19,FY2019
BOSTON MARKET,Routine,11/6/19,91,4635,FRANKFORD,,75287,4635 FRANKFORD RD,11/1/19,FY2020
BOSTON MARKET,Routine,7/1/19,87,11717,CENTRAL,,75243,11717 N CENTRAL EXPW,7/1/19,FY2019
BOTANAS RAKIS,Routine,5/22/19,84,2900,DAVIS,,75211,2900 W DAVIS ST,5/1/19,FY2019
BOTOLINO GELATO,Routine,8/15/19,100,2116,GREENVILLE,,75206,2116 GREENVILLE AVE,8/1/19,FY2019
BOTTLED BLONDE DALLAS,Routine,9/17/19,88,505,GOOD LATIMER,,75204,505 N GOOD LATIMER,9/1/19,FY2019
BOULEVARDIER,Routine,6/20/19,89,408,BISHOP,#108,75208,408 N BISHOP AVE #108,6/1/19,FY2019
BOURBON & BANTER,Routine,12/17/19,100,1914,COMMERCE,,75201,1914 COMMERCE ST,12/1/19,FY2020
BOWEN HOUSE,Routine,9/30/19,91,2614,BOLL,,75204,2614 BOLL ST,9/1/19,FY2019
BOWL & BARREL,Routine,12/19/19,94,8084,PARK,B145,75231,8084 PARK LN STE B145,12/1/19,FY2020
BOWLOUNGE,Routine,8/1/19,95,167,TURTLE CREEK,#103,75207,167 TURTLE CREEK BLVD #103,8/1/19,FY2019
BOWLS & TACOS (BAR),Routine,10/22/18,97,3400,COMMERCE,,75226,3400 COMMERCE ST,10/1/18,FY2019
BOWLSKI'S,Routine,9/3/19,91,1825,ABRAMS,#1,75214,1825 ABRAMS PKWY STE #1,9/1/19,FY2019
BRAIN DEAD BREWING,Routine,8/27/19,89,2625,MAIN,,75226,2625 MAIN ST,8/1/19,FY2019
BRAIN STORM SHELTER,Routine,10/10/19,98,5601,SEARS,,75206,5601 SEARS ST,10/1/19,FY2020
BRAKE & CLUTCH WAREHOUSE (BAR),Routine,2/1/19,100,3601,MAIN,#120,75226,3601 MAIN #120,2/1/19,FY2019
BRAKE & CLUTCH WAREHOUSE (KITCHEN),Routine,2/1/19,100,3601,MAIN,#110,75226,3601 MAIN #110,2/1/19,FY2019
BREAD WINNERS CAFE,Routine,1/6/20,87,8687,CENTRAL,#1608,75225,8687 N CENTRAL EXPW #1608,1/1/20,FY2020
BREAD WINNERS CAFE & BAKERY,Routine,6/13/19,85,5560,LOVERS,#260,75209,5560 W LOVERS LN #260,6/1/19,FY2019
BREAD ZEPPELIN,Routine,3/26/19,94,1300,MAIN,,75202,1300 MAIN ST,3/1/19,FY2019
BREADWINNERS CAFE & BAKERY,Routine,10/30/19,83,3301,MCKINNEY,,75204,3301 MCKINNEY AVE,10/1/19,FY2020
BREADWINNERS CATERING,Routine,7/22/19,94,7205,ENVOY,,75247,7205 ENVOY CT,7/1/19,FY2019
BREWED AND PRESSED,Routine,12/30/19,97,1775,PAYNE,#100,75207,1775 PAYNE #100,12/1/19,FY2020
BREWED AND PRESSED,Routine,5/30/19,88,3700,MCKINNEY,#108,75204,3700 MCKINNEY AVE #108,5/1/19,FY2019
BREWED AND PRESSED COMMISSARY,Routine,2/14/19,93,136,GLASS,#110,75207,136 GLASS ST #110,2/1/19,FY2019
BRICK & BONES,Routine,9/25/19,99,2713,ELM,,75226,2713 ELM ST,9/1/19,FY2019
BRICKHOUSE BURGERS AND SHAKES,Routine,8/27/19,88,9090,SKILLMAN,#174A,75243,9090 SKILLMAN ST #174A,8/1/19,FY2019
BRITISH BREWING COMPANY,Routine,7/31/19,80,2800,ROUTH,#115,75201,2800 ROUTH ST #115,7/1/19,FY2019
BROADWAY PIZZA,Routine,8/6/19,93,700,PEARL,#104,75201,700 N PEARL EXPW #104,8/1/19,FY2019
BROOK HOLLOW GOLF CLUB - BROOK BAR,Routine,11/16/18,99,8301,HARRY HINES,,75235,8301 HARRY HINES BLVD,11/1/18,FY2019
BROOKDALE LAKE HIGHLANDS,Routine,10/16/19,93,9715,PLANO,,75238,9715 PLANO RD,10/1/19,FY2020
BROOKDALE PRESTON,Routine,7/16/19,90,12400,PRESTON,,75230,12400 PRESTON RD,7/1/19,FY2019
BROOKDALE WHITE ROCK,Routine,10/21/19,96,9271,WHITE ROCK,,75238,9271 WHITE ROCK TRL,10/1/19,FY2020
BROOKLYN CAFE DELI & GRILL,Routine,9/4/18,88,8350,CENTRAL,M1075,75206,8350 N CENTRAL EXPW M1075,9/1/18,FY2018
