restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year,lat,long
RAUL'S MEAT MARKET,Routine,04/04/2019,82,5334,SINGLETON,,75212,5334 SINGLETON BLVD,Apr 2019,FY2019,32.778484, -96.908582
WING SHOP #2,Routine,06/27/2019,80,4217,SECOND,,75210,4217 S SECOND AVE,Jun 2019,FY2019,32.765337, -96.7496
MURPHY'S DELI UPTOWN,Routine,06/28/2019,81,2000,MCKINNEY,#150,75201,2000 MCKINNEY AVE #150,Jun 2019,FY2019,32.790753, -96.803571
TORTERIA GUERRERO,Routine,07/10/2019,83,3474,WEBB CHAPEL,,75220,3474 WEBB CHAPEL EXT,Jul 2019,FY2019,32.865654, -96.864788
REDROCK BAR & GRILL,Routine,06/21/2019,90,18110,MIDWAY,#208,75287,18110 MIDWAY RD #208,Jun 2019,FY2019,32.996677, -96.843776
TRUCK STOP MEXICAN FOOD,Routine,06/20/2019,84,4411,CEDARDALE,#B,75241,4411 CEDARDALE DR #B,Jun 2019,FY2019,32.65692, -96.749821
TAQUERIA TIERRA CALIENTE,Routine,07/10/2019,96,9429,EL CENTRO,#102,75220,9429 EL CENTRO DR #102,Jul 2019,FY2019,32.863457, -96.858311
BOMBONES (3 BARS),Routine,06/28/2019,95,11917,NORTHWEST,,75218,11917 E NORTHWEST HWY,Jun 2019,FY2019,32.8642, -96.675717
WOLFGANG PUCK (2nd FL MAIN KITCHEN),Routine,07/08/2019,95,2403,FLORA,,75201,2403 FLORA ST,Jul 2019,FY2019,32.790411, -96.796982
AB WINGS,Routine,06/21/2019,94,3628,FRANKFORD,#290,75287,3628 FRANKFORD RD #290,Jun 2019,FY2019,43.476236, -83.282714
CHINA WOK,Routine,07/08/2019,83,4849,SUNNYVALE,,75216,4849 SUNNYVALE ST,Jul 2019,FY2019,32.695547, -96.772864
DALLAS TORTILLA FACTORY,Routine,06/11/2019,97,309,MARSALIS,,75203,309 N MARSALIS AVE,Jun 2019,FY2019,32.751541, -96.815645
TACO BELL,Routine,06/14/2019,87,4717,VISTAWOOD,,75232,4717 VISTAWOOD BLVD,Jun 2019,FY2019,32.68753, -96.825729
JEANNIE'S CHINESE,Routine,07/09/2019,93,5441,ALPHA,#102,75240,5441 ALPHA RD #102,Jul 2019,FY2019,32.932909, -96.813932
FITO'S TACOS DE CABEZA,Routine,07/08/2019,81,2905,DAVIS,,75211,2905 W DAVIS ST,Jul 2019,FY2019,32.749529, -96.869165
PIZZA GETTI,Routine,06/19/2019,89,3302,BUCKNER,#108,75228,3302 N BUCKNER BLVD #108,Jun 2019,FY2019,32.805824, -96.682412
ACADIA ASSISTED LIVING,Routine,06/19/2019,95,3344,FOREST,,75234,3344 FOREST LN,Jun 2019,FY2019,37.509196, -76.635799
WON'S GROCERY BEER WINE & FOOD,Routine,06/27/2019,84,2824,BUCKNER,,75228,2824 N BUCKNER BLVD,Jun 2019,FY2019,32.811621, -96.685418
CESAR'S TACOS,Routine,06/06/2019,75,2575,WALNUT HILL,,75229,2575 WALNUT HILL LN,Jun 2019,FY2019,32.881149, -96.890708
CRITT'S RESTAURANT,Routine,06/18/2019,89,3741,MALCOLM X,,75215,3741 S MALCOLM X BLVD,Jun 2019,FY2019,0,0
CC YOUNG LEVEL 7 (SKILLED NURSING CAFE),Routine,11/26/2019,100,4849,LAWTHER,,75214,4849 W LAWTHER DR,Nov 2019,FY2020,32.85442, -96.730528
7-ELEVEN,Routine,06/21/2019,81,2990,LOMBARDY,#101,75220,2990 LOMBARDY LN #101,Jun 2019,FY2019,32.866403, -96.875618
CENTERPLATE GO NATURAL #2  KIOSK,Routine,06/19/2019,100,650,GRIFFIN,,75202,650 S GRIFFIN ST,Jun 2019,FY2019,32.772703, -96.799217
TOM THUMB #3560 DELI,Routine,06/20/2019,80,8698,SKILLMAN,,75243,8698 SKILLMAN ST,Jun 2019,FY2019,32.89701, -96.721329
FUJISAN SUSHI,Routine,07/03/2019,95,12000,MCCREE,,75238,12000 MCCREE RD,Jul 2019,FY2019,32.867452, -96.674312
CHICK-FIL-A,Routine,07/09/2019,91,9386,LBJ,,75243,9386 LBJ FRWY,Jul 2019,FY2019,0,0
CENTERPLATE TORTILLA JUNCTION #7 KIOSK,Routine,06/19/2019,100,650,GRIFFIN,,75202,650 S GRIFFIN ST,Jun 2019,FY2019,32.772703, -96.799217
7-11 #26151,Routine,06/21/2019,80,1410,ILLINOIS,,75216,1410 E ILLINOIS AVE,Jun 2019,FY2019,32.720022, -96.80427
FRUTERIA CANO #6,Routine,06/21/2019,69,11255,GARLAND,#405,75218,11255 GARLAND RD #405,Jun 2019,FY2019,38.917836, -75.791332
WING STOP,Routine,07/03/2019,87,6130,GREENVILLE,#108,75206,6130 GREENVILLE AVE STE #108,Jul 2019,FY2019,32.859672, -96.767972
MEALS ON WHEELS,Routine,06/17/2019,94,1440,MOCKINGBIRD,,75247,1440 W MOCKINGBIRD LN,Jun 2019,FY2019,32.822179, -96.863073
TACO HEADS,Routine,06/26/2019,80,1921,HENDERSON,,75206,1921 N HENDERSON AVE,Jun 2019,FY2019,32.811919, -96.775148
FUENTE DE SODA COCO-LOCO,Routine,06/13/2019,92,9334,RL THORNTON,,75228,9334 E RL THORNTON FRWY,Jun 2019,FY2019,32.797067, -96.68472
MARRIOTT/BANQUET KITCHEN,Routine,06/27/2019,91,650,PEARL,,75201,650 N PEARL EXPW,Jun 2019,FY2019,0,0
THE KOLACHE,Routine,06/19/2019,98,18101,PRESTON,#204A,75252,18101 PRESTON RD #204A,Jun 2019,FY2019,32.998852, -96.797507
TEN BELLS TAVERN,Routine,06/20/2019,92,232,SEVENTH,,75208,232 W SEVENTH ST,Jun 2019,FY2019,30.05909, -90.560584
JR'S BAR,Routine,06/18/2019,97,3923,CEDAR SPRINGS,,75219,3923 CEDAR SPRINGS RD,Jun 2019,FY2019,32.810695, -96.810875
CVS PHARMACY #6777,Routine,06/12/2019,86,4207,LEMMON,,75219,4207 LEMMON AVE,Jun 2019,FY2019,32.815888, -96.810349
LOVER'S PIZZA & PASTA,Routine,03/22/2019,98,6434,MOCKINGBIRD,#113,75214,6434 E MOCKINGBIRD LN #113,Mar 2019,FY2019,32.836396, -96.75157
LA CASITA DE MEXICO,Routine,06/18/2019,90,2888,FOREST,,75234,2888 FOREST LN,Jun 2019,FY2019,32.909337, -96.881025
ASIAN MINT,Routine,07/01/2019,85,11617,CENTRAL,#135,75243,11617 N CENTRAL EXPW #135,Jul 2019,FY2019,32.908644, -96.76938
HELEN FOOD TO GO,Routine,07/02/2019,92,8336,PARK,#B,75231,8336 PARK LN STE #B,Jul 2019,FY2019,32.871098, -96.761083
LEGACY FUEL STOP,Routine,06/04/2019,71,2350,WALNUT HILL,,75229,2350 WALNUT HILL LN,Jun 2019,FY2019,32.881004, -96.899722
"KOREA BISTRO ""SURA"" 2ND FLR",Routine,07/01/2019,97,2240,ROYAL,#106,75229,2240 ROYAL LN STE #106,Jul 2019,FY2019,32.895489, -96.903189
GEORGE B DEALEY,Routine,11/14/2019,100,6501,ROYAL,,75230,6501 ROYAL LN,Nov 2019,FY2020,32.894846, -96.791779
PEET' S COFFE BAR,Routine,07/23/2019,99,400,OLIVE,FL 2,75201,400 N OLIVE ST FL 2,Jul 2019,FY2019,38.918591, -97.210524
CATHEDRAL SANTUARIO DE GUADALUPE,Routine,11/18/2019,96,2215,ROSS,,75201,2215 ROSS AVE,Nov 2019,FY2020,44.912839, -89.595341
GATEWAY NEWSTAND,Routine,07/22/2019,97,700,PEARL,#N108,75201,700 N PEARL EXPW #N108,Jul 2019,FY2019,0,0
ICE HOUSE BEVERAGES #2,Routine,03/03/2019,97,9430,LARGA,#101,75220,9430 LARGA DR #101,Mar 2019,FY2019,32.863378, -96.863646
GRUB BURGER BAR & GRILL,Routine,07/17/2019,96,4925,GREENVILLE,#150,75206,4925 GREENVILLE AVE #150,Jul 2019,FY2019,32.847048, -96.770142
LEE'S GROCERY,Routine,11/20/2019,99,3839,DIXON,,75210,3839 DIXON AVE,Nov 2019,FY2020,32.765672, -96.733645
SPORTS BAR,Routine,07/31/2019,100,555,LAMAR,#100,75202,555 S LAMAR ST #100,Jul 2019,FY2019,32.775343, -96.803021
HOLY TRINITY SCHOOL,Routine,12/05/2019,96,3815,OAK LAWN,,75219,3815 OAK LAWN AVE,Dec 2019,FY2020,32.815325, -96.802438
ALEXANDRE'S,Routine,02/28/2019,100,4026,CEDAR SPRINGS,#B,75219,4026 CEDAR SPRINGS RD #B,Feb 2019,FY2019,34.033804, -82.269687
VISIONARY FOOD LLC,Routine,12/05/2019,100,901,MAIN,#C110,75202,901 MAIN ST #C110,Dec 2019,FY2020,39.018313, -94.275503
CAFE BRAZIL,Routine,06/11/2019,100,2815,ELM,,75226,2815 ELM ST,Jun 2019,FY2019,41.675634, -83.536136
TEMPLE SHALOM,Routine,12/11/2019,100,6930,ALPHA,,75240,6930 ALPHA RD,Dec 2019,FY2020,32.933275, -96.784141
ROGER Q MILLS ELEMENTARY,Routine,11/19/2019,98,1515,LYNN HAVEN,,75216,1515 LYNN HAVEN AVE,Nov 2019,FY2020,32.733047, -96.801387
FORESTER FIELD #3,Routine,07/17/2019,100,8233,MILITARY,,75227,8233 MILITARY PKWY,Jul 2019,FY2019,32.769055, -96.678585
FOOD STAGING AREA LEVEL 2,Routine,07/31/2019,100,555,LAMAR,#100,75202,555 S LAMAR ST #100,Jul 2019,FY2019,32.775343, -96.803021
NATIONS GIFTS #416,Routine,12/12/2019,100,12720,MERIT,,75251,12720 MERIT DR,Dec 2019,FY2020,32.922124, -96.772077
HAPPY DAY,Routine,08/02/2019,98,2560,ROYAL,#101,75229,2560 ROYAL LN #101,Aug 2019,FY2019,32.895928, -96.893076
HOMEWOOD SUITES KITCHEN STORE,Routine,01/31/2019,100,1025,ELM,#850,75202,1025 ELM ST #850,Jan 2019,FY2019,42.561445, -114.457831
RITZ CARLTON HOTEL-FEARINGS BAR,Routine,11/11/2019,97,2121,MCKINNEY,#101,75201,2121 MCKINNEY AVE #101,Nov 2019,FY2020,32.792274, -96.803059
UNDICI'S,Routine,07/22/2019,100,2050,STEMMONS,11TH,75207,2050 N STEMMONS FRWY FL 11TH,Jul 2019,FY2019,32.801934, -96.825878
THE MINING COMPANY (BAR),Routine,11/11/2019,100,3903,CEDAR SPRINGS,,75219,3903 CEDAR SPRINGS RD,Nov 2019,FY2020,30.750664, -87.389312
PROSTAR SERVICES @ BRINKER INTERNATIONAL,Routine,11/15/2019,99,3000,OLYMPUS,,75019,3000 OLYMPUS BLVD,Nov 2019,FY2020,0,0
FANTASY CAKES,Routine,07/12/2019,95,2534,ROYAL,#A-10,75229,2534 ROYAL LN #A-10,Jul 2019,FY2019,32.895959, -96.894538
WESTIN (PARK CENTRAL BAR),Routine,12/12/2019,99,12720,MERIT,,75251,12720 MERIT DR,Dec 2019,FY2020,32.922124, -96.772077
TARGET #T-0055 - DELI,Routine,07/12/2019,96,6464,NORTHWEST,#212,75214,6464 E NORTHWEST HWY #212,Jul 2019,FY2019,32.857887, -96.751748
THE CAPITAL GRILLE,Routine,11/27/2019,93,500,CRESCENT,#135,75201,500 CRESCENT CT #135,Nov 2019,FY2020,40.284539, -86.491331
SHERATON DALLAS HOTEL EMPLOYEE,Routine,07/23/2019,100,400,OLIVE,FL 2,75201,400 N OLIVE ST FL 2,Jul 2019,FY2019,38.918591, -97.210524
UME PREPARATORY ACADEMY,Routine,05/20/2019,100,3838,SPUR 408,,75236,3838 SPUR 408,May 2019,FY2019,32.693916, -96.935652
STIRR,Routine,07/29/2019,100,2803,MAIN,#110,75226,2803 MAIN ST #110,Jul 2019,FY2019,43.279126, -78.705137
HAYNES AND BOONE CONFERENCE CATERING,Routine,12/11/2019,97,2323,VICTORY,700,75202,2323 VICTORY AVE STE 700,Dec 2019,FY2020,46.994205, -123.812408
CINCO TACO BAR,Follow-up,11/14/2019,90,7949,WALNUT HILL,#130,75230,7949 WALNUT HILL LN #130,Nov 2019,FY2020,32.880139, -96.771443
MURPHY'S DELI,Routine,07/17/2019,90,13737,NOEL,#250,75240,13737 NOEL RD #250,Jul 2019,FY2019,32.93498, -96.818062
CAFE FINO,Routine,07/16/2019,99,7522,CAMPBELL,#108,75248,7522 CAMPBELL RD #108,Jul 2019,FY2019,32.978201, -96.770407
MCDONALDS,Routine,08/07/2019,97,18121,MARSH,,75280,18121 MARSH LN,Aug 2019,FY2019,32.995788, -96.855548
RISD ACADEMY,Routine,02/06/2019,98,13630,COIT,,75240,13630 COIT RD,Feb 2019,FY2019,32.934566, -96.768871
WENDY'S #1894,Routine,01/03/2019,99,17981,PRESTON,,75252,17981 PRESTON RD,Jan 2019,FY2019,32.997235, -96.798316
TACOS EL REGIO,Routine,08/09/2019,92,5014,DAVIS,,75211,5014 W DAVIS ST,Aug 2019,FY2019,32.749521, -96.90993
STARBUCKS COFFEE #6222,Routine,12/04/2019,96,4343,NORTHWEST,#390,75220,4343 W NORTHWEST HWY #390,Dec 2019,FY2020,32.863914, -96.83605
SECOND FLOOR BACK OF HOUSE,Routine,07/31/2019,100,555,LAMAR,#100,75202,555 S LAMAR ST #100,Jul 2019,FY2019,32.775343, -96.803021
THE KITCHEN AT PRESTON TRL,Routine,07/17/2019,96,17370,PRESTON,#415,75252,17370 PRESTON RD #415,Jul 2019,FY2019,32.98966, -96.801854
CANVAS HOTEL - 6TH FLOOR,Routine,11/21/2019,98,1325,LAMAR,,75215,1325 S LAMAR ST,Nov 2019,FY2020,39.69335, -105.067425
CINEMARK (EAST PARTY ROOM),Routine,11/13/2019,100,11819,WEBB CHAPEL,,75234,11819 WEBB CHAPEL RD,Nov 2019,FY2020,32.911124, -96.873295
CITY SQUARE CAFE (HOSPITALITY TRAINING),Routine,12/02/2019,100,1610,MALCOLM X,#350,75201,1610 S MALCOLM X BLVD #350,Dec 2019,FY2020,32.778595, -96.778835
SPORTS BAR,Routine,11/13/2019,100,555,LAMAR,#100,75202,555 S LAMAR ST #100,Nov 2019,FY2020,32.775343, -96.803021
JOHN NEELY BRYAN ELEM SCHOOL,Routine,11/11/2019,100,2001,DEER PATH,,75216,2001 DEER PATH DR,Nov 2019,FY2020,32.753168, -97.141039
BAYLES ELEMENTARY SCHOOL,Routine,11/14/2019,96,2444,TELEGRAPH,,75228,2444 TELEGRAPH AVE,Nov 2019,FY2020,32.801585, -96.707113
CENTERPLATE PANTRY UPPER D MEZZANIE,Routine,07/30/2019,100,650,GRIFFIN,,75202,650 S GRIFFIN ST,Jul 2019,FY2019,32.772703, -96.799217
JASON'S DELI,Routine,07/25/2019,100,1409,MAIN,,75202,1409 MAIN ST,Jul 2019,FY2019,41.022387, -81.430239
BERNIE'S,Routine,11/26/2019,97,6211,NORTHWEST,#C150,75225,6211 W NORTHWEST HWY #C150,Nov 2019,FY2020,32.865729, -96.799915
CHARGERS CAFE,Routine,11/22/2019,100,7502,FAIR OAKS,,75231,7502 FAIR OAKS AVE,Nov 2019,FY2020,32.876845, -96.753278
JASON'S DELI,Routine,12/02/2019,99,9100,CENTRAL,#139,75231,9100 N CENTRAL EXPW #139,Dec 2019,FY2020,32.872977, -96.769835
THE CRESCENT CLUB (SUITE 1700),Routine,07/18/2019,100,200,CRESCENT,#1700,75201,200 CRESCENT CT #1700,Jul 2019,FY2019,40.709827, -80.14265
PLAZA SUNDRY & GIFTS,Routine,12/09/2019,97,901,MAIN,C-128,75202,901 MAIN ST C-128,Dec 2019,FY2020,39.018313, -94.275503
RITZ CARLTON HOTEL-SPA,Routine,11/11/2019,100,2121,MCKINNEY,#101,75201,2121 MCKINNEY AVE #101,Nov 2019,FY2020,32.792274, -96.803059
PEKERS,Routine,11/14/2019,98,2615,OAK LAWN,#101,75219,2615 OAK LAWN AVE #101,Nov 2019,FY2020,32.805531, -96.812705
RESTAURANT RAUL,Routine,11/25/2019,99,5336,SINGLETON,,75212,5336 SINGLETON BLVD,Nov 2019,FY2020,32.778495, -96.909418
HIGHLAND MEADOWS ELEM SCH,Routine,11/21/2019,100,8939,WHITEWING,,75238,8939 WHITEWING LN,Nov 2019,FY2020,32.870588, -96.686855
JASON'S DELI,Routine,07/03/2019,93,18111,DALLAS,#100,75287,18111 DALLAS PKWY #100,Jul 2019,FY2019,32.995817, -96.829636
KFC/ TACO BELL,Routine,11/22/2019,99,8001,FOREST,,75243,8001 FOREST LN,Nov 2019,FY2020,32.90932, -96.767586
MCDONALDS,Routine,11/15/2019,96,5934,ABRAMS,,75231,5934 ABRAMS RD,Nov 2019,FY2020,32.85767, -96.748462
QUIK TRIP #936 - FOOD SERVICE COUNTER,Routine,11/14/2019,95,3230,MOCKINGBIRD,,75235,3230 W MOCKINGBIRD LN,Nov 2019,FY2020,32.83379, -96.837349
ALBERTSON'S #4289 BAKERY,Routine,12/05/2019,98,320,CASA LINDA PLAZA,,75218,320 CASA LINDA PLAZA,Dec 2019,FY2020,32.832388, -96.700777
WEST END HOTEL MAIN KITCHEN,Routine,12/11/2019,80,1015,ELM,,75202,1015 ELM ST,Dec 2019,FY2020,41.389021, -75.660275
STAND/HOME SIDE,Routine,04/24/2019,100,3606,BOULDER,,75223,3606 BOULDER DR,Apr 2019,FY2019,32.211142, -101.49674
NORTHLAKE ELEMENTARY,Routine,11/20/2019,100,10059,RAVENSWAY,,75238,10059 RAVENSWAY DR,Nov 2019,FY2020,32.884891, -96.719691
REILLY ELEMENTARY SCHOOL,Routine,11/19/2019,97,11230,LIPPITT,,75218,11230 LIPPITT AVE,Nov 2019,FY2020,32.855738, -96.689048
MESO MAYA - 2ND FLOOR,Routine,11/12/2019,99,1611,MCKINNEY,,75202,1611 MCKINNEY AVE,Nov 2019,FY2020,37.378778, -79.177098
PAPPADEAUX SEAFOOD,Routine,11/14/2019,96,10428,LOMBARDY,,75220,10428 LOMBARDY LN,Nov 2019,FY2020,32.864553, -96.896808
7-ELEVEN,Routine,12/04/2019,99,4590,FRANKFORD,,75252,4590 FRANKFORD RD,Dec 2019,FY2020,32.99745, -96.829923
WEST END HOTEL EMPLOYEE CAFETERIA,Routine,12/11/2019,100,1015,ELM,,75202,1015 ELM ST,Dec 2019,FY2020,41.389021, -75.660275
THE HIGHLAND DALLAS-HOTEL BANQUET,Routine,07/25/2019,100,5330,MOCKINGBIRD,#100,75206,5330 E MOCKINGBIRD LN #100,Jul 2019,FY2019,32.836524, -96.777463
FORESTWOOD GARDEN TEA ROOM F,Routine,07/15/2019,94,5333,FOREST,#F,75234,5333 FOREST LN #F,Jul 2019,FY2019,30.207052, -82.441356
WALLACE ELEMENTARY,Routine,11/21/2019,100,9921,KIRKHAVEN,,75238,9921 KIRKHAVEN DR,Nov 2019,FY2020,32.88397, -96.707128
SUPER TARGET #1784 FOOD,Routine,12/12/2019,98,6419,SKILLMAN,,75231,6419 SKILLMAN ST,Dec 2019,FY2020,32.864215, -96.745545
MEXICALI RESTAURANT,Routine,11/18/2019,100,11277,NORTHWEST,#148,75238,11277 E NORTHWEST HWY #148,Nov 2019,FY2020,32.864406, -96.685829
FIESTA MART #210 (DELI),Routine,11/27/2019,97,10121,LAKE JUNE,,75217,10121 E LAKE JUNE RD,Nov 2019,FY2020,32.734115, -96.649944
MI COCINA,Routine,07/18/2019,96,18352,DALLAS,#100,75287,18352 DALLAS PKWY #100,Jul 2019,FY2019,32.999145, -96.828957
WESTIN (EMPLOYEE KITCHEN),Routine,12/12/2019,100,12720,MERIT,,75251,12720 MERIT DR,Dec 2019,FY2020,32.922124, -96.772077
"TRAVEL CENTERS OF AMERICA, PETRO 0150",Routine,11/27/2019,100,7751,BONNIE VIEW,,75241,7751 BONNIE VIEW RD,Nov 2019,FY2020,32.652794, -96.750772
SUBWAY SANDWICHES,Routine,12/03/2019,97,1302,ELM,,75202,1302 ELM ST,Dec 2019,FY2020,30.289041, -98.86543
ORAN M ROBERTS ELEMENTARY,Routine,11/19/2019,100,4919,EAST GRAND,,75223,4919 EAST GRAND AVE,Nov 2019,FY2020,32.788031, -96.753652
TEXAN BURGER,Routine,11/13/2019,96,17421,PRESTON,,75252,17421 PRESTON RD,Nov 2019,FY2020,32.990131, -96.801822
TARGET T-0055 - GROCERY,Routine,07/12/2019,100,6464,NORTHWEST,#212,75214,6464 E NORTHWEST HWY #212,Jul 2019,FY2019,32.857887, -96.751748
TORTILLERIA GALINDO,Routine,07/26/2019,99,2475,COCKRELL HILL,300,75211,2475 S COCKRELL HILL RD STE 300,Jul 2019,FY2019,32.719007, -96.891515
ED CAMPBELL CONCESSION- COTTON BOWL STAND #45-3N81,Routine,03/05/2019,100,3750,COTTON BOWL PLAZA,,75210,3750 COTTON BOWL PLAZA,Mar 2019,FY2019,32.778661, -96.760942
DISD VENDING #1 @ EL CENTRO COLLEGE,Routine,10/23/2019,100,701,ELM,#R104,75202,701 ELM ST #R104,Oct 2019,FY2020,41.574131, -91.26714
CHUBBY'S RESTAURANT & BAKERY,Routine,08/05/2019,86,7474,COCKRELL HILL,,75237,7474 S COCKRELL HILL RD,Aug 2019,FY2019,32.65803, -96.891276
KIEST ELEMENTARY SCHOOL,Routine,11/18/2019,98,2611,HEALY,,75228,2611 HEALY AVE,Nov 2019,FY2020,40.604217, -73.765463
LAKE HIGHLANDS HIGH SCHOOL,Routine,11/21/2019,98,9449,CHURCH,,75238,9449 CHURCH RD,Nov 2019,FY2020,32.886202, -96.726929
URBAN COFFEE,Routine,12/09/2019,97,901,MAIN,#C117,75202,901 MAIN ST #C117,Dec 2019,FY2020,39.018313, -94.275503
TO GO WINGS,Routine,07/17/2019,95,6412,SKILLMAN,,75231,6412 SKILLMAN ST,Jul 2019,FY2019,32.864286, -96.745021
NATHANIEL HAWTHORNE ELEM,Routine,12/02/2019,95,7800,UMPHRESS,,75217,7800 UMPHRESS RD,Dec 2019,FY2020,32.742749, -96.688797
YOGURTLAND - DALLAS (LAKEWOOD),Routine,12/11/2019,100,1901,ABRAMS,,75214,1901 ABRAMS RD,Dec 2019,FY2020,28.836494, -81.654504
MURPHY'S DELI,Routine,07/15/2019,99,1250,MOCKINGBIRD,#110,75247,1250 W MOCKINGBIRD LN #110,Jul 2019,FY2019,32.820063, -96.867391
URBANO CATERING,Routine,11/21/2019,100,1410,FITZHUGH,#A,75204,1410 N FITZHUGH AVE #A,Nov 2019,FY2020,32.804182, -96.77401
CC YOUNG LEVEL 9 (SKILLED NURSING CAFE),Routine,11/26/2019,100,4849,LAWTHER,,75214,4849 W LAWTHER DR,Nov 2019,FY2020,32.85442, -96.730528
QUIKTRIP #902,Routine,12/06/2019,93,12100,NORTHWEST,,75218,12100 E NORTHWEST HWY,Dec 2019,FY2020,32.8639, -96.671918
DIGG'S,Routine,07/16/2019,84,7325,GASTON,#110,75214,7325 GASTON AVE #110,Jul 2019,FY2019,32.709975, -97.441482
GO-FIT,Routine,07/18/2019,95,2902,BUCKNER,#290,75227,2902 S BUCKNER BLVD #290,Jul 2019,FY2019,32.761041, -96.682696
DALLAS ACADEMY,Routine,11/22/2019,100,950,TIFFANY,,75218,950 TIFFANY WAY,Nov 2019,FY2020,32.840817, -96.708984
EDUCATIONAL KITCHEN,Routine,07/11/2019,100,1610,MALCOLM X,#350,75201,1610 S MALCOLM X BLVD #350,Jul 2019,FY2019,32.778595, -96.778835
SKYVIEW ELEMENTARY,Routine,11/20/2019,98,9229,MEADOW KNOLL,,75243,9229 MEADOW KNOLL,Nov 2019,FY2020,0,0
NORI HANDROLL BAR,Routine,07/17/2019,95,2814,ELM,,75226,2814 ELM ST,Jul 2019,FY2019,32.439515, -87.029121
FOOD STAGING AREA LEVEL 3,Routine,07/31/2019,99,555,LAMAR,#100,75202,555 S LAMAR ST #100,Jul 2019,FY2019,32.775343, -96.803021
POP FACTORY #3,Routine,11/14/2019,94,8061,WALNUT HILL,#930,75231,8061 WALNUT HILL LN #930,Nov 2019,FY2020,32.880829, -96.767095
LIFE CAFE,Routine,07/31/2019,99,5910,CENTRAL,,75206,5910 N CENTRAL EXPW,Jul 2019,FY2019,33.110075, -96.674684
LE MERIDIEN DALLAS BY THE GALLERIA (CAFETERIA),Routine,07/16/2019,100,13402,NOEL,,75240,13402 NOEL RD,Jul 2019,FY2019,32.931117, -96.817978
PAUL DUNBAR ELEMENTARY,Routine,11/06/2019,99,4200,METROPOLITAN,,75210,4200 METROPOLITAN AVE,Nov 2019,FY2020,32.775152, -96.749614
ANSON JONES SCHOOL,Routine,11/18/2019,100,3901,MEREDITH,,75211,3901 MEREDITH ST,Nov 2019,FY2020,32.7423, -96.884493
WESTIN (MAIN KITCHEN),Routine,12/12/2019,97,12720,MERIT,,75251,12720 MERIT DR,Dec 2019,FY2020,32.922124, -96.772077
LEONARDO'S TEX-MEX & AMERICAN FOOD,Routine,11/25/2019,100,13838,C F HAWN,,75253,13838 C F HAWN FRWY,Nov 2019,FY2020,32.674072, -96.598613
LEONARDO'S TEX-MEX & AMERICAN FOOD,Routine,11/25/2019,100,13838,C F HAWN,,75253,13838 C F HAWN FRWY,Nov 2019,FY2020,32.674072, -96.598613
IRMA LERMA RANGEL SCHOOL,Routine,11/06/2019,95,1718,ROBERT B CULLUM,,75226,1718 ROBERT B CULLUM BLVD,Nov 2019,FY2020,32.772822, -96.759858
ADOLPHUS POOL/ DECK/ KITCHEN ON 7TH FL,Routine,12/04/2019,99,1321,COMMERCE,,75202,1321 COMMERCE ST,Dec 2019,FY2020,38.256514, -122.641281
SQUEAKY'S COUNTRY KITCHEN,Routine,11/25/2019,100,8300,LA PRADA,#176,75228,8300 LA PRADA DR #176,Nov 2019,FY2020,32.807962, -96.667928
THAI WOK IN & GO,Routine,07/29/2019,98,11742,MARSH,#B,75229,11742 MARSH LN #B,Jul 2019,FY2019,32.908868, -96.856013
JUSTIN F KIMBALL H S,Routine,11/18/2019,100,3606,WESTMORELAND,,75233,3606 S WESTMORELAND RD,Nov 2019,FY2020,32.69914, -96.878454
7-ELEVEN CONVENIENCE STORE #12301B,Routine,11/25/2019,100,2911,LEDBETTER,,75211,2911 E LEDBETTER DR,Nov 2019,FY2020,32.694857, -96.771562
LAKEWOOD ELEM SCHOOL,Routine,12/04/2019,100,3000,HILLBROOK,,75214,3000 HILLBROOK ST,Dec 2019,FY2020,32.825754, -96.744364
LUNA PREPARATORY SECONDARY,Routine,11/06/2019,97,2625,ELM,,75226,2625 ELM ST,Nov 2019,FY2020,41.927597, -87.851584
HISSHO SUSHI @ THE LANDING CAFE,Routine,12/04/2019,100,2702,LOVE FIELD,#100,75235,2702 LOVE FIELD DR #100,Dec 2019,FY2020,32.8458, -96.864399
SOUTHWEST AIRLINES (COFFEE BAR),Routine,11/25/2019,100,2195,RESEARCH,,75235,2195 RESEARCH ROW,Nov 2019,FY2020,32.842225, -96.866856
KENNEMER MIDDLE SCHOOL,Routine,11/15/2019,100,7101,WHEATLAND,,75249,7101 W WHEATLAND RD,Nov 2019,FY2020,32.647206, -96.947978
UNION GOSPEL MISSION,Routine,07/17/2019,97,3211,IRVING,#102,75247,3211 IRVING BLVD #102,Jul 2019,FY2019,32.807981, -96.870291
LORENZO HOTEL (12TH FLOOR),Routine,11/18/2019,98,1011,AKARD,,75215,1011 S AKARD ST,Nov 2019,FY2020,32.772799, -96.795108
CHILANGOLANDIA,Routine,12/04/2019,100,1219,CENTERVILLE,,75228,1219 CENTERVILLE RD,Dec 2019,FY2020,32.84379, -96.688577
RESIDENCE INN BY MARRIOTT,Routine,12/02/2019,100,3425,CANYON BLUFF,,75211,3425 CANYON BLUFF BLVD,Dec 2019,FY2020,0,0
SNAP KITCHEN,Routine,07/31/2019,98,2222,MCKINNEY,#110,75201,2222 MCKINNEY AVE #110,Jul 2019,FY2019,32.793312, -96.80271
