restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year
LEE'S DELI,Routine,04/09/2019,87,5956,SHERRY,#520,75225,5956 SHERRY LN #520,Apr 2019,FY2019
TOM THUMB - GROCERY,Routine,05/09/2019,92,2380,FIELD,,75021,2380 N FIELD ST,May 2019,FY2019
WHOLE FOODS MARKET-GROCERY,Routine,01/09/2019,100,11700,PRESTON,714,75230,11700 PRESTON RD 714,Jan 2019,FY2019
BURGER KING,Routine,02/14/2019,81,11830,CENTRAL,,75243,11830 N CENTRAL EXPW,Feb 2019,FY2019
Y.O. RANCH STEAKHOUSE,Routine,01/22/2019,93,702,ROSS,,75202,702 ROSS AVE,Jan 2019,FY2019
I LOVE AMERICAN DELI,Routine,01/24/2019,80,3207,KIRNWOOD,#116,75237,3207 KIRNWOOD DR #116,Jan 2019,FY2019
NEIGHBORHOOD FOOD MART,Routine,01/17/2019,90,1802,DENLEY,,75216,1802 S DENLEY DR,Jan 2019,FY2019
TACOS LOLA,Routine,02/14/2019,94,5329,ROSS,#A,75206,5329 ROSS AVE #A,Feb 2019,FY2019
ENCANTO,Routine,01/03/2019,95,831,DAVIS,,75208,831 W DAVIS ST,Jan 2019,FY2019
"HOOK, LINE & SINKER",Routine,01/30/2019,95,3103,LEMMON,,75204,3103 LEMMON AVE,Jan 2019,FY2019
JACK IN THE BOX,Routine,01/15/2019,91,3117,INWOOD,,75235,3117 INWOOD RD,Jan 2019,FY2019
GREENSPOT MARKET & FUELS,Routine,03/27/2019,63,702,BUCKNER,,75218,702 N BUCKNER BLVD,Mar 2019,FY2019
FAIRFIELD INN & SUITES DALLAS MEDICAL / MARKET CENTER,Routine,01/09/2019,94,2110,MARKET CENTER,,75207,2110 N MARKET CENTER BLVD,Jan 2019,FY2019
SUPER MERCADO MONTERREY GROCERY/GRILL,Routine,01/21/2019,98,1120,WESTMORELAND,,75211,1120 S WESTMORELAND RD,Jan 2019,FY2019
REX'S SEAFOOD,Routine,04/18/2019,88,6713,NORTHWEST,,75225,6713 W NORTHWEST HWY,Apr 2019,FY2019
GATEWAY,Routine,02/27/2019,92,12123,HILLCREST,,75230,12123 HILLCREST RD,Feb 2019,FY2019
AFC SUSHI #2990,Routine,04/14/2019,89,7117,INWOOD,,75209,7117 INWOOD RD,Apr 2019,FY2019
SPRING HILL SUITES,Routine,04/11/2019,95,10111,CENTRAL,,75231,10111 N CENTRAL EXPW,Apr 2019,FY2019
"TRAVEL CENTERS OF AMERICA, PETRO 0150",Routine,04/16/2019,80,7751,BONNIE VIEW,,75241,7751 BONNIE VIEW RD,Apr 2019,FY2019
GOLDEN CHICK,Routine,02/20/2019,76,11805,NORTHWEST,,75238,11805 E NORTHWEST HWY,Feb 2019,FY2019
LA AZTECA MEAT MARKET #11,Routine,01/25/2019,85,4611,COLUMBIA,#103,75226,4611 COLUMBIA AVE #103,Jan 2019,FY2019
HYATT REGENCY BANQUET KITCHEN,Routine,04/25/2019,96,300,REUNION,,75202,300 REUNION BLVD,Apr 2019,FY2019
BUILDING 3,Routine,02/28/2019,93,2815,ERVAY,#3,75215,2815 S ERVAY ST BLDG #3,Feb 2019,FY2019
LET'S ROLL ICE CREAM SHOP,Routine,02/28/2019,83,3101,COMMERCE,#102,75226,3101 COMMERCE ST #102,Feb 2019,FY2019
CHEMITAS,Routine,04/22/2019,96,835,JEFFERSON,,75208,835 W JEFFERSON BLVD,Apr 2019,FY2019
JAIME,Routine,01/14/2019,93,14774,LASATER,,75253,14774 LASATER RD,Jan 2019,FY2019
FUEL TOWN #2 TAQUERIA,Routine,03/09/2019,91,1525,INWOOD,,75247,1525 INWOOD RD,Mar 2019,FY2019
ADMIRAL #4111 SUITES ADMIRAL KITCHEN,Routine,02/19/2019,96,2500,VICTORY,#4111,75201,2500 VICTORY AVE ADML #4111,Feb 2019,FY2019
R & R CAFE,Routine,02/20/2019,96,12377,MERIT,#280,75251,12377 MERIT DR #280,Feb 2019,FY2019
VILLAGES OF LAKE HIGH-KITCHEN,Routine,02/19/2019,91,8615,LULLWATER,,75238,8615 LULLWATER DR,Feb 2019,FY2019
S CENTRAL 1ST GAS BEER & WINE,Routine,01/31/2019,88,2111,CESAR CHAVEZ,,75215,2111 S CESAR CHAVEZ BLVD,Jan 2019,FY2019
ELEMENT BY WESTIN (PREP KITCHEN),Routine,02/07/2019,96,4005,GASTON,,75204,4005 GASTON AVE,Feb 2019,FY2019
CHICKEN & RICE,Routine,04/15/2019,93,2902,BUCKNER,,75227,2902 S BUCKNER BLVD,Apr 2019,FY2019
COURTYARD DALLAS MEDICAL/MARKET CENTER,Routine,01/09/2019,94,2150,MARKET CENTER,,75207,2150 MARKET CENTER BLVD,Jan 2019,FY2019
THE DONUT PALACE,Routine,03/26/2019,90,4330,GANNON,#D,75237,4330 GANNON LN #D,Mar 2019,FY2019
THE MARKET@ CITY PLACE,Follow-up,02/27/2019,85,2711,HASKELL,#C2,75204,2711 N HASKELL AVE #C2,Feb 2019,FY2019
JACK IN THE BOX,Routine,02/08/2019,96,14219,COIT,,75254,14219 COIT RD,Feb 2019,FY2019
CANE'S DELI,Follow-up,03/21/2019,85,12810,HILLCREST,#107,75230,12810 HILLCREST RD #107,Mar 2019,FY2019
THE CAFE @ 9400 (FIXED FACILITY),Routine,03/18/2019,90,9400,CENTRAL,#500,75231,9400 N CENTRAL EXPW STE #500,Mar 2019,FY2019
RICE ELEMENTARY SCHOOL,Routine,03/18/2019,90,2425,PINE,,75215,2425 PINE ST,Mar 2019,FY2019
TACOS Y MAS,Routine,03/05/2019,92,2730,SAMUELL,#170,75223,2730 SAMUELL BLVD #170,Mar 2019,FY2019
EL POLLO REGIO,Routine,03/06/2019,87,2410,ILLINOIS,,75233,2410 W ILLINOIS AVE,Mar 2019,FY2019
LA MICHOACANA MEAT MARKET,Routine,01/29/2019,91,9850,WALNUT HILL,224,75238,9850 WALNUT HILL LN 224,Jan 2019,FY2019
HAN BAT SHULLUNG TANG,Routine,01/14/2019,80,2257,ROYAL,#101,75229,2257 ROYAL LN #101,Jan 2019,FY2019
HIGHLAND SPRINGS - REUNION GRILL,Routine,04/22/2019,99,8060,FRANKFORD,,75252,8060 FRANKFORD RD,Apr 2019,FY2019
SOUTHERN EATS,Routine,04/30/2019,82,4353,GANNON,#101,75237,4353 GANNON LN #101,Apr 2019,FY2019
LUCK RESTAURANT,Routine,04/11/2019,83,3011,GULDEN,#112,75212,3011 GULDEN LN #112,Apr 2019,FY2019
COTTON BOWL STAND #9,Routine,03/05/2019,100,0,FAIR PARK,,75226,0 FAIR PARK,Mar 2019,FY2019
7-ELEVEN #22788B,Routine,01/15/2019,96,5365,SPRING VALLEY,#101,75254,5365 SPRING VALLEY RD #101,Jan 2019,FY2019
BROTHERHOOD FOOD MART,Routine,02/19/2019,83,2803,LAGOW,,75210,2803 LAGOW ST,Feb 2019,FY2019
SNAPPY SALADS,Routine,01/23/2019,96,5941,GREENVILLE,,75206,5941 GREENVILLE AVE,Jan 2019,FY2019
APATZINGAN TAQUERIA,Routine,01/13/2019,94,9732,WEBB CHAPEL,,75220,9732 WEBB CHAPEL RD,Jan 2019,FY2019
SALATA,Routine,01/16/2019,98,1700,PACIFIC,#C105,75201,1700 PACIFIC AVE #C105,Jan 2019,FY2019
BAYLOR UNIVERSITY MED CTR 17TH,Routine,03/20/2019,93,3500,GASTON,,75246,3500 GASTON AVE,Mar 2019,FY2019
EL PAISA COCINA,Routine,04/02/2019,92,10091,HARRY HINES,,75220,10091 HARRY HINES BLVD,Apr 2019,FY2019
HYPNOTIC EMPORIUM,Routine,03/08/2019,94,9005,GARLAND,,75218,9005 GARLAND RD,Mar 2019,FY2019
FUEL CITY,Routine,03/18/2019,95,801,RIVERFRONT,,75207,801 S RIVERFRONT BLVD,Mar 2019,FY2019
PAYLESS CONVENIENCE,Routine,03/26/2019,80,205,CARROLL,,75246,205 N CARROLL AVE,Mar 2019,FY2019
WHOLE FOODS MARKET-MEAT DEPT.,Routine,01/09/2019,90,11700,PRESTON,714,75230,11700 PRESTON RD 714,Jan 2019,FY2019
GEMMA,Routine,03/20/2019,93,2323,HENDERSON,#109,75206,2323 N HENDERSON AVE #109,Mar 2019,FY2019
CLUB DADA,Routine,02/28/2019,97,2720,ELM,#101,75226,2720 ELM ST #101,Feb 2019,FY2019
BURGER KING,Routine,05/08/2019,88,14010,COIT,,75240,14010 COIT RD,May 2019,FY2019
ST PATRICK'S CAFETERIA,Routine,03/28/2019,96,9635,FERNDALE,,75238,9635 FERNDALE RD,Mar 2019,FY2019
DON TACO,Routine,04/30/2019,81,2450,COCKRELL HILL,,75211,2450 S COCKRELL HILL RD,Apr 2019,FY2019
MESERO MEXICAN MENU,Routine,01/18/2019,94,5330,LOVERS,#112B,75209,5330 W LOVERS LN #112B,Jan 2019,FY2019
TAQUERIA'S ROJAS,Routine,04/16/2019,90,1328,JIM MILLER,#101,75217,1328 N JIM MILLER RD #101,Apr 2019,FY2019
JACK IN THE BOX #3733,Routine,01/08/2019,93,18220,DALLAS,,75287,18220 DALLAS PKWY,Jan 2019,FY2019
E H CARY JR HIGH,Routine,05/09/2019,97,3978,KILLION,,75229,3978 KILLION DR,May 2019,FY2019
THE GRAPEVINE BAR,Routine,01/25/2019,99,3902,MAPLE,,75219,3902 MAPLE AVE,Jan 2019,FY2019
OAK CLIFF COFFEE,Routine,02/14/2019,91,819,DAVIS,#100,75208,819 W DAVIS ST #100,Feb 2019,FY2019
TOM THUMB #2990 - DELI,Routine,04/14/2019,83,7117,INWOOD,,75209,7117 INWOOD RD,Apr 2019,FY2019
QUE BUEN TACO,Routine,02/14/2019,86,8131,BRUTON,,75217,8131 BRUTON RD,Feb 2019,FY2019
CHEDDAR'S,Routine,03/18/2019,92,39640,LBJ,,75237,39640 LBJ FRWY,Mar 2019,FY2019
JUANITA'S PANADERIA,Routine,02/01/2019,91,530,CENTRE,#C,75208,530 CENTRE ST #C,Feb 2019,FY2019
DALLAS DREAMS CLUB,Follow-up,04/03/2019,94,7035,GREENVILLE,#E,75231,7035 GREENVILLE AVE #E,Apr 2019,FY2019
COOPER AEROBICS ENT INV/COLONNADE RESTAURANT,Routine,01/25/2019,94,12230,PRESTON,,75230,12230 PRESTON RD,Jan 2019,FY2019
WALMART #0949 SEAFOOD PREP,Routine,01/29/2019,93,3155,WHEATLAND,,75237,3155 W WHEATLAND RD,Jan 2019,FY2019
LA MICHOACANA MEAT MARKET,Follow-up,05/06/2019,80,2402,GUS THOMASSON,,75228,2402 GUS THOMASSON RD,May 2019,FY2019
AIKIN ELEMENTARY,Routine,04/05/2019,95,12300,PLEASANT VALLEY,,75243,12300 PLEASANT VALLEY DR,Apr 2019,FY2019
CAFE LAZIZ,Follow-up,04/02/2019,76,9203,SKILLMAN,#108,75243,9203 SKILLMAN ST #108,Apr 2019,FY2019
9 RABBITS BOBA HOUSE,Routine,01/14/2019,64,2546,ROYAL,,75229,2546 ROYAL LN,Jan 2019,FY2019
DA MUNCHIES,Routine,01/31/2019,90,4121,WESTMORELAND,,75212,4121 N WESTMORELAND RD,Jan 2019,FY2019
ZAPP KITCHEN LAO & THAI STREETS EATS LLC,Routine,01/07/2019,72,6107,GREENVILLE,,75206,6107 GREENVILLE AVE,Jan 2019,FY2019
HOMELESS ASSISTANCE CENTER,Routine,02/27/2019,93,1818,CORSICANA,,75201,1818 CORSICANA ST,Feb 2019,FY2019
J & J SUBWAY,Routine,01/31/2019,83,2711,HASKELL,#C3,75204,2711 N HASKELL AVE STE #C3,Jan 2019,FY2019
TAQUERIA TAXCO,Routine,01/06/2019,73,10750,FERGUSON,#110,75228,10750 FERGUSON RD #110,Jan 2019,FY2019
DISTRICT 9 DRAUGHT HAUS,Follow-up,04/30/2019,94,718,BUCKNER,#215,75218,718 N BUCKNER BLVD #215,Apr 2019,FY2019
LEE A MCSHAN JR ELEM SCHOOL,Routine,04/24/2019,95,8307,MEADOW,,75231,8307 MEADOW RD,Apr 2019,FY2019
THE LITTLE FOOD STORE,Routine,02/20/2019,93,4117,LEDBETTER,,75236,4117 S LEDBETTER DR,Feb 2019,FY2019
BREAD ZEPPELIN,Routine,03/26/2019,94,1300,MAIN,,75202,1300 MAIN ST,Mar 2019,FY2019
FAMILY DOLLAR,Routine,03/19/2019,93,2426,LEDBETTER,,75237,2426 W LEDBETTER DR,Mar 2019,FY2019
SUNRISE OF NORTHWOOD,Routine,02/13/2019,91,13001,HILLCREST,,75248,13001 HILLCREST RD,Feb 2019,FY2019
TOP CAT,Routine,03/25/2019,74,1717,ELSIE FAYE HEGGINS,,75215,1717 ELSIE FAYE HEGGINS ST,Mar 2019,FY2019
DELTA CHARLIE'S BAR & GRILL,Routine,03/18/2019,85,5303,CHALLENGER,,75237,5303 CHALLENGER DR,Mar 2019,FY2019
JOHN NEELY BRYAN ELEM SCHOOL,Routine,05/08/2019,86,2001,DEER PATH,,75216,2001 DEER PATH DR,May 2019,FY2019
EATZI'S BAKERY,Routine,02/21/2019,96,6025,ROYAL,#208,75230,6025 ROYAL LN #208,Feb 2019,FY2019
KITCHEN 2ND FL,Routine,02/08/2019,93,8790,WESTMINSTER,,75243,8790 WESTMINSTER,Feb 2019,FY2019
BOWEN HOUSE,Routine,01/28/2019,87,2614,BOLL,,75204,2614 BOLL ST,Jan 2019,FY2019
STIR BY KITCHEN ESSENTIALS,Routine,03/14/2019,97,16400,DALLAS,#111,75248,16400 N DALLAS PKWY #111,Mar 2019,FY2019
THE MERIDIAN AT KESSLER PARK (KITCHEN),Routine,03/31/2019,90,2522,FORT WORTH,,75211,2522 FORT WORTH AVE,Mar 2019,FY2019
CHURCH'S CHICKEN #1386,Routine,02/20/2019,90,4210,GASTON,,75246,4210 GASTON AVE,Feb 2019,FY2019
RESTAURANT RAUL,Routine,04/04/2019,81,5336,SINGLETON,,75212,5336 SINGLETON BLVD,Apr 2019,FY2019
TACO EL PATRON,Routine,04/01/2019,87,10840,HARRY HINES,,75220,10840 HARRY HINES BLVD,Apr 2019,FY2019
CIRCO APP#53946,Routine,01/28/2019,97,2619,MCKINNEY,#120,75204,2619 MCKINNEY AVE #120,Jan 2019,FY2019
"FIRST WATCH RESTAURANTS, INC. 245",Routine,03/05/2019,92,11661,PRESTON,#127,75230,11661 PRESTON RD #127,Mar 2019,FY2019
EL FENIX,Routine,02/15/2019,92,9090,SKILLMAN,#158,75243,9090 SKILLMAN ST #158,Feb 2019,FY2019
TOM THUMB-BAKERY,Routine,05/09/2019,97,2380,FIELD,,75021,2380 N FIELD ST,May 2019,FY2019
TACOS LA BANQUETA PURO D.F.,Routine,04/15/2019,80,1305,CARROLL,,75204,1305 N CARROLL AVE,Apr 2019,FY2019
BELLATRINO PIZZERIA & CUCINA,Routine,04/16/2019,86,920,HARWOOD,#201,75201,920 S HARWOOD ST #201,Apr 2019,FY2019
FOOD TREE SS CAFE,Routine,03/29/2019,93,10945,ESTATE,#110,75238,10945 ESTATE LN #110,Mar 2019,FY2019
RUSH PATISSERIE,Routine,02/15/2019,93,1201,ELDORADO,,75208,1201 ELDORADO AVE,Feb 2019,FY2019
ISLAND CLUB,Routine,01/04/2019,90,10834,FERGUSON,,75228,10834 FERGUSON RD,Jan 2019,FY2019
5 STAR CHEVRON,Routine,02/21/2019,90,3301,FORT WORTH,,75211,3301 FORT WORTH AVE,Feb 2019,FY2019
POKE BOP,Routine,03/21/2019,82,4140,ABRAMS,,75214,4140 ABRAMS RD,Mar 2019,FY2019
LOS MOLCAJETES #2,Routine,02/21/2019,93,9334,RL THORNTON,,75228,9334 E RL THORNTON FRWY,Feb 2019,FY2019
SUBWAY SANDWICHES #14395,Routine,02/15/2019,94,3302,BUCKNER,#105,75228,3302 N BUCKNER BLVD #105,Feb 2019,FY2019
STIRR - UPSTAIRS PATIO BAR,Routine,01/14/2019,90,2803,MAIN,#110,75226,2803 MAIN ST #110,Jan 2019,FY2019
KATY TRAIL ICE HOUSE,Routine,04/23/2019,82,3127,ROUTH,,75201,3127 ROUTH ST,Apr 2019,FY2019
BOLLA 8 CAFE,Routine,04/26/2019,93,11180,HARRY HINES,#108,75229,11180 HARRY HINES BLVD #108,Apr 2019,FY2019
THE MARKET GROCERY,Routine,01/14/2019,76,9410,WALNUT,#102,75243,9410 WALNUT ST #102,Jan 2019,FY2019
DAVE & BUSTERS,Routine,04/23/2019,90,9450,CENTRAL,,75231,9450 N CENTRAL EXPW,Apr 2019,FY2019
YIN WALL CITY DALLAS,Routine,02/19/2019,93,9780,WALNUT,#200,75243,9780 WALNUT ST #200,Feb 2019,FY2019
LE BILBOQUET,Routine,03/01/2019,95,4514,TRAVIS,#124,75205,4514 TRAVIS ST #124,Mar 2019,FY2019
FERNANDO'S MEXICAN CUISINE,Routine,03/04/2019,84,4347,NORTHWEST,#100,75220,4347 W NORTHWEST HWY #100,Mar 2019,FY2019
KOZY,Routine,04/04/2019,92,6400,GASTON,,75214,6400 GASTON AVE,Apr 2019,FY2019
BRENTFIELD ELEMENTARY 3-6,Routine,02/20/2019,99,6767,BRENTFIELD,,75248,6767 BRENTFIELD DR,Feb 2019,FY2019
GEORGE PEABODY ELEM,Routine,05/02/2019,97,3101,RAYDELL,,75211,3101 RAYDELL AVE,May 2019,FY2019
PEI WEI ASIAN DINER,Routine,02/25/2019,78,3001,KNOX,#100,75205,3001 KNOX ST #100,Feb 2019,FY2019
MICKLE CHICKEN,Routine,04/24/2019,97,3203,CAMP WISDOM,,75237,3203 W CAMP WISDOM RD,Apr 2019,FY2019
PINOT'S PALETTE,Routine,01/18/2019,97,4560,MOCKINGBIRD,#110,75209,4560 W MOCKINGBIRD LN #110,Jan 2019,FY2019
TWO SISTERS CATERING,Routine,03/07/2019,88,2633,GASTON,,75226,2633 GASTON AVE,Mar 2019,FY2019
NELSON'S DONUT SHOP,Routine,03/08/2019,93,12700,MIDWAY,#101,75234,12700 MIDWAY RD #101,Mar 2019,FY2019
CHAMOY LOCOS,Routine,03/14/2019,85,2605,FORT WORTH,#300,75211,2605 FORT WORTH AVE #300,Mar 2019,FY2019
SIDE BAR MAIN,Routine,03/20/2019,92,2626,HOWELL,#100,75204,2626 HOWELL ST #100,Mar 2019,FY2019
A PLUS GROCERY BEER & WINE,Routine,02/14/2019,82,4407,MOCKINGBIRD,,75209,4407 W MOCKINGBIRD LN,Feb 2019,FY2019
LOUISIANA FAMOUS FRIED CHICKEN,Routine,04/10/2019,86,4001,WHEATLAND,#110,75237,4001 W WHEATLAND RD #110,Apr 2019,FY2019
LAKEWOOD'S 1ST & 10,Routine,02/20/2019,84,6465,MOCKINGBIRD,#316,75214,6465 E MOCKINGBIRD LN STE #316,Feb 2019,FY2019
FRUTERIA CANO,Routine,01/20/2019,79,2447,GUS THOMASSON,,75228,2447 GUS THOMASSON RD,Jan 2019,FY2019
MALONE'S COST PLUS #3 (MEAT MARKET),Routine,02/27/2019,88,3939,POLK,#323,75224,3939 S POLK ST #323,Feb 2019,FY2019
TEXAS WING STOP,Routine,04/30/2019,85,3118,AL LIPSCOMB,,75215,3118 AL LIPSCOMB WAY,Apr 2019,FY2019
ADMIRAL FOH 4084,Routine,02/19/2019,98,2500,VICTORY,#4084,75201,2500 VICTORY AVE ADML #4084,Feb 2019,FY2019
UNCLE WOK,Follow-up,04/29/2019,67,8420,ABRAMS,#206,75243,8420 ABRAMS RD #206,Apr 2019,FY2019
MATTS RANCHO,Routine,01/31/2019,90,1904,SKILLMAN,,75206,1904 SKILLMAN ST,Jan 2019,FY2019
TAQUERIA LOS ALSOS DE JALISCO,Routine,04/16/2019,85,6012,ABRAMS,#102,75231,6012 ABRAMS RD #102,Apr 2019,FY2019
PACIFIC SPICE,Routine,04/02/2019,93,15203,KNOLL TRAIL,#110,75248,15203 KNOLL TRAIL DR #110,Apr 2019,FY2019
TORTAS Y TACOS EL RANCHITO #1 (TO GO),Routine,03/28/2019,96,8017,LAKE JUNE,#F,75217,8017 LAKE JUNE RD #F,Mar 2019,FY2019
NAT'S BURGER & MEXICAN,Routine,01/08/2019,91,5012,SHARP,,75247,5012 SHARP ST,Jan 2019,FY2019
BROOKDALE WHITE ROCK,Routine,04/04/2019,96,9271,WHITE ROCK,,75238,9271 WHITE ROCK TRL,Apr 2019,FY2019
THE BRIDGE AT FAIR PARK ADULT DAY CENTER,Routine,02/01/2019,84,2535,MLK,,75215,2535 MLK BLVD,Feb 2019,FY2019
FAMILY DONUTS,Routine,02/12/2019,85,9410,WALNUT,#108,75243,9410 WALNUT ST #108,Feb 2019,FY2019
BLATT BEER AND TABLE,Routine,05/01/2019,85,7859,WALNUT HILL,#170,75230,7859 WALNUT HILL LN #170,May 2019,FY2019
BOSTON MARKET #971,Routine,01/16/2019,92,6333,MOCKINGBIRD,#165,75214,6333 E MOCKINGBIRD LN #165,Jan 2019,FY2019
TIMBERS BEVERAGE,Routine,04/03/2019,88,18611,MARSH,,75287,18611 MARSH LN,Apr 2019,FY2019
TORCHY'S TACOS #6,Routine,01/11/2019,89,5921,FOREST,#200,75220,5921 FOREST LN #200,Jan 2019,FY2019
N STEMMONS SHELL,Routine,03/13/2019,96,7014,STEMMONS,,75247,7014 N STEMMONS FRWY,Mar 2019,FY2019
4 SEASONS FOOD MART,Routine,04/16/2019,92,19090,MARSH,,75287,19090 MARSH LN,Apr 2019,FY2019
HOTEL CRESCENT COURT (EMPLOYEE CAFETERIA),Routine,01/23/2019,92,400,CRESCENT,,75201,400 CRESCENT CT,Jan 2019,FY2019
JOHN PEELER ELEM SCHOOL,Routine,05/02/2019,94,810,LLEWELLYN,,75208,810 S LLEWELLYN AVE,May 2019,FY2019
ZIZIKI'S,Routine,03/28/2019,88,11661,PRESTON,#309,75230,11661 PRESTON RD #309,Mar 2019,FY2019
BAJA FOOD MART,Routine,03/09/2019,88,5606,RL THORNTON,,75223,5606 E RL THORNTON FRWY,Mar 2019,FY2019
LUCKY'S,Routine,01/19/2019,80,3531,OAK LAWN,,75219,3531 OAK LAWN AVE,Jan 2019,FY2019
MUDHEN FARMERS MARKET,Routine,01/31/2019,91,900,HARWOOD,,75201,900 S HARWOOD ST,Jan 2019,FY2019
CITY PERFORMANCE HALL - CULINAIRE,Routine,03/19/2019,95,2520,FLORA,,75201,2520 FLORA ST,Mar 2019,FY2019
FERGUSON FOOD MART,Routine,01/06/2019,87,10750,FERGUSON,#110,75228,10750 FERGUSON RD #110,Jan 2019,FY2019
JIMMY JOHN'S,Routine,02/07/2019,93,4201,GASTON,#112,75204,4201 GASTON AVE #112,Feb 2019,FY2019
RAISING CANE'S,Routine,02/05/2019,98,2255,NORTHWEST,,75220,2255 W NORTHWEST HWY,Feb 2019,FY2019
"CHICKEN AND RICE, INC",Routine,02/24/2019,82,2920,NORTHWEST,,75220,2920 W NORTHWEST HWY,Feb 2019,FY2019
CENTENNIAL BAR & BUFFET,Routine,04/25/2019,92,300,REUNION,,75202,300 REUNION BLVD,Apr 2019,FY2019
TAQUERIA DONA ELVA,Routine,01/28/2019,81,3022,ILLINOIS,,75216,3022 E ILLINOIS AVE,Jan 2019,FY2019
THE RESERVE OF NORTH DALLAS,Routine,03/14/2019,95,12271,COIT,,75251,12271 COIT RD,Mar 2019,FY2019
KALIENTE,Routine,02/26/2019,98,4350,MAPLE,,75219,4350 MAPLE AVE,Feb 2019,FY2019
PAPA JOHN'S PIZZA,Routine,01/09/2019,85,5907,BELTLINE,102,75248,5907 BELTLINE RD 102,Jan 2019,FY2019
NORDSTROM CAFE/GARDEN,Routine,02/26/2019,88,5220,ALPHA,,75240,5220 ALPHA RD,Feb 2019,FY2019
ST. ROCCO'S,Routine,03/19/2019,96,3011,GULDEN,#200,75212,3011 GULDEN #200,Mar 2019,FY2019
SEAFOOD/MEAT,Routine,01/23/2019,92,10020,MARSH,,75229,10020 MARSH LN,Jan 2019,FY2019
CHILI'S GRILL & BAR #678,Routine,02/26/2019,97,16623,COIT,,75248,16623 COIT RD,Feb 2019,FY2019
CORNER BAKERY CAFE,Routine,02/11/2019,95,13340,DALLAS,,75240,13340 DALLAS PKWY,Feb 2019,FY2019
DUNKIN DONUTS / BASKIN ROBBINS,Routine,01/07/2019,90,14841,COIT,,75248,14841 COIT RD,Jan 2019,FY2019
CAFE CAELI,Routine,04/16/2019,95,8210,WALNUT HILL,#140,75231,8210 WALNUT HILL LN #140,Apr 2019,FY2019
ANGELICA'S MEXICAN RESTAURANT,Routine,02/05/2019,89,951,BELTLINE,B,75253,951 S BELTLINE RD B,Feb 2019,FY2019
RIO BRAVO MEXICAN RESTAURANT SEAFOOD & BAR,Routine,01/15/2019,90,8102,LBJ,#100,75251,8102 LBJ FRWY #100,Jan 2019,FY2019
WHATABURGER #608,Routine,01/07/2019,95,18180,DALLAS,,75287,18180 DALLAS PKWY,Jan 2019,FY2019
DOMINO'S PIZZA #6984,Routine,02/04/2019,87,10910,CENTRAL,600,75231,10910 N CENTRAL EXPW 600,Feb 2019,FY2019
LA HACIENDA RANCH,Routine,05/08/2019,93,17390,PRESTON,#100,75252,17390 PRESTON RD #100,May 2019,FY2019
RACETRAC #2336,Routine,04/19/2019,96,10707,FERGUSON,,75228,10707 FERGUSON RD,Apr 2019,FY2019
TACO BUENO,Routine,02/04/2019,92,14221,COIT,,75240,14221 COIT RD,Feb 2019,FY2019
PARRISH EPISCOPAL-MAIN,Routine,03/21/2019,83,14115,HILLCREST,,75254,14115 HILLCREST RD,Mar 2019,FY2019
"MIJAS CAFETERIA, LLC",Routine,01/07/2019,94,8700,STEMMONS,#105,75247,8700 N STEMMONS FRWY #105,Jan 2019,FY2019
SUSIE CAKES,Routine,04/02/2019,93,6100,LUTHER,,75225,6100 LUTHER LN,Apr 2019,FY2019
POKE BOP,Routine,03/19/2019,92,4103,LEMMON,,75219,4103 LEMMON AVE,Mar 2019,FY2019
BIDA RANG DONG,Routine,04/17/2019,88,10546,WALNUT,#120,75243,10546 WALNUT ST #120,Apr 2019,FY2019
ARBY'S #5711,Routine,01/07/2019,86,6363,GREENVILLE,,75206,6363 GREENVILLE AVE,Jan 2019,FY2019
KORYO KALBI KOREAN BBQ,Routine,01/25/2019,86,2560,ROYAL,#105,75229,2560 ROYAL LN #105,Jan 2019,FY2019
AW SHUCKS,Routine,01/30/2019,81,3601,GREENVILLE,,75206,3601 GREENVILLE AVE,Jan 2019,FY2019
TACOS LA BANQUETA PURO D.F,Routine,03/28/2019,95,7233,GASTON,A,75214,7233 GASTON AVE STE A,Mar 2019,FY2019
LOS SAPITOS - BAR,Routine,01/20/2019,97,325,JEFFERSON,,75208,325 E JEFFERSON BLVD,Jan 2019,FY2019
CHUY'S,Routine,02/25/2019,92,4544,MCKINNEY,,75205,4544 MCKINNEY AVE,Feb 2019,FY2019
TACO CABANA,Routine,04/11/2019,95,15239,MONTFORT,,78254,15239 MONTFORT DR,Apr 2019,FY2019
SOJU 101,Routine,03/01/2019,90,11445,EMERALD,#101,75229,11445 EMERALD ST #101,Mar 2019,FY2019
TRINIDAD GARZA EARLY COLLEGE,Routine,04/23/2019,86,4849,ILLINOIS,,75211,4849 W ILLINOIS AVE,Apr 2019,FY2019
YUTAKA SUSHI,Routine,01/15/2019,99,2633,MCKINNEY,#140,75204,2633 MCKINNEY AVE #140,Jan 2019,FY2019
TUCKER'S GRILL,Routine,01/16/2019,85,4515,VILLAGE FAIR,E-3,75224,4515 VILLAGE FAIR DR E-3,Jan 2019,FY2019
UNLEAVENED FRESH KITCHEN,Routine,01/24/2019,87,8031,WALNUT HILL,#1150,75231,8031 WALNUT HILL LN #1150,Jan 2019,FY2019
DIWA CATERING LLC,Routine,04/18/2019,99,2017,ERVAY,,75215,2017 S ERVAY ST,Apr 2019,FY2019
